Time	Y	YDOT	YDOUBLEDOT	NC	LOS	LOSdot
5.73346,	1085.28,	-282.287,	-61.1398,	61.1398,	0.0830549,	0.00382123
5.73366,	1085.22,	-282.3,	-61.1322,	61.1322,	0.0830556,	0.00382076
5.73386,	1085.17,	-282.312,	-61.1247,	61.1247,	0.0830564,	0.00382029
5.73406,	1085.11,	-282.324,	-61.1171,	61.1171,	0.0830571,	0.00381982
5.73426,	1085.05,	-282.336,	-61.1096,	61.1096,	0.0830579,	0.00381935
5.73446,	1085,	-282.348,	-61.102,	61.102,	0.0830586,	0.00381888
5.73466,	1084.94,	-282.361,	-61.0945,	61.0945,	0.0830594,	0.00381841
5.73486,	1084.88,	-282.373,	-61.087,	61.087,	0.0830601,	0.00381794
5.73506,	1084.83,	-282.385,	-61.0795,	61.0795,	0.0830609,	0.00381747
5.73526,	1084.77,	-282.397,	-61.072,	61.072,	0.0830616,	0.003817
5.73546,	1084.71,	-282.409,	-61.0645,	61.0645,	0.0830624,	0.00381653
5.73566,	1084.66,	-282.422,	-61.0569,	61.0569,	0.0830632,	0.00381606
5.73586,	1084.6,	-282.434,	-61.0494,	61.0494,	0.0830639,	0.00381559
5.73606,	1084.54,	-282.446,	-61.0419,	61.0419,	0.0830647,	0.00381512
5.73626,	1084.49,	-282.458,	-61.0344,	61.0344,	0.0830654,	0.00381465
5.73645,	1084.43,	-282.471,	-61.0269,	61.0269,	0.0830662,	0.00381418
5.73665,	1084.37,	-282.483,	-61.0193,	61.0193,	0.0830669,	0.00381371
5.73685,	1084.32,	-282.495,	-61.0118,	61.0118,	0.0830677,	0.00381324
5.73705,	1084.26,	-282.507,	-61.0043,	61.0043,	0.0830684,	0.00381277
5.73725,	1084.2,	-282.519,	-60.9968,	60.9968,	0.0830692,	0.0038123
5.73745,	1084.15,	-282.532,	-60.9893,	60.9893,	0.08307,	0.00381183
5.73765,	1084.09,	-282.544,	-60.9817,	60.9817,	0.0830707,	0.00381136
5.73785,	1084.03,	-282.556,	-60.9742,	60.9742,	0.0830715,	0.00381089
5.73805,	1083.98,	-282.568,	-60.9667,	60.9667,	0.0830722,	0.00381042
5.73825,	1083.92,	-282.58,	-60.9592,	60.9592,	0.083073,	0.00380995
5.73845,	1083.87,	-282.593,	-60.9516,	60.9516,	0.0830737,	0.00380948
5.73865,	1083.81,	-282.605,	-60.9442,	60.9442,	0.0830745,	0.00380901
5.73885,	1083.75,	-282.617,	-60.9367,	60.9367,	0.0830752,	0.00380854
5.73905,	1083.7,	-282.629,	-60.9292,	60.9292,	0.083076,	0.00380807
5.73925,	1083.64,	-282.641,	-60.9217,	60.9217,	0.0830768,	0.00380761
5.73945,	1083.58,	-282.653,	-60.9142,	60.9142,	0.0830775,	0.00380714
5.73965,	1083.53,	-282.666,	-60.9067,	60.9067,	0.0830783,	0.00380667
5.73985,	1083.47,	-282.678,	-60.8992,	60.8992,	0.083079,	0.0038062
5.74005,	1083.41,	-282.69,	-60.8917,	60.8917,	0.0830798,	0.00380573
5.74025,	1083.36,	-282.702,	-60.8843,	60.8843,	0.0830806,	0.00380527
5.74045,	1083.3,	-282.714,	-60.8768,	60.8768,	0.0830813,	0.0038048
5.74065,	1083.24,	-282.727,	-60.8693,	60.8693,	0.0830821,	0.00380433
5.74085,	1083.19,	-282.739,	-60.8618,	60.8618,	0.0830828,	0.00380386
5.74105,	1083.13,	-282.751,	-60.8543,	60.8543,	0.0830836,	0.00380339
5.74125,	1083.07,	-282.763,	-60.8468,	60.8468,	0.0830843,	0.00380292
5.74145,	1083.02,	-282.775,	-60.8393,	60.8393,	0.0830851,	0.00380246
5.74165,	1082.96,	-282.787,	-60.8318,	60.8318,	0.0830859,	0.00380199
5.74185,	1082.9,	-282.8,	-60.8243,	60.8243,	0.0830866,	0.00380152
5.74205,	1082.85,	-282.812,	-60.8168,	60.8168,	0.0830874,	0.00380105
5.74225,	1082.79,	-282.824,	-60.8093,	60.8093,	0.0830881,	0.00380058
5.74245,	1082.73,	-282.836,	-60.8018,	60.8018,	0.0830889,	0.00380011
5.74265,	1082.68,	-282.848,	-60.7943,	60.7943,	0.0830896,	0.00379965
5.74285,	1082.62,	-282.86,	-60.7869,	60.7869,	0.0830904,	0.00379918
5.74305,	1082.57,	-282.873,	-60.7794,	60.7794,	0.0830912,	0.00379871
5.74325,	1082.51,	-282.885,	-60.772,	60.772,	0.0830919,	0.00379825
5.74345,	1082.45,	-282.897,	-60.7645,	60.7645,	0.0830927,	0.00379778
5.74365,	1082.4,	-282.909,	-60.757,	60.757,	0.0830934,	0.00379731
5.74385,	1082.34,	-282.921,	-60.7495,	60.7495,	0.0830942,	0.00379684
5.74405,	1082.28,	-282.933,	-60.742,	60.742,	0.0830949,	0.00379637
5.74425,	1082.23,	-282.945,	-60.7345,	60.7345,	0.0830957,	0.0037959
5.74445,	1082.17,	-282.958,	-60.727,	60.727,	0.0830964,	0.00379543
5.74465,	1082.11,	-282.97,	-60.7195,	60.7195,	0.0830972,	0.00379497
5.74485,	1082.06,	-282.982,	-60.7119,	60.7119,	0.0830979,	0.0037945
5.74505,	1082,	-282.994,	-60.7044,	60.7044,	0.0830987,	0.00379403
5.74525,	1081.94,	-283.006,	-60.6969,	60.6969,	0.0830994,	0.00379356
5.74545,	1081.89,	-283.018,	-60.6894,	60.6894,	0.0831002,	0.00379309
5.74565,	1081.83,	-283.03,	-60.6819,	60.6819,	0.0831009,	0.00379262
5.74585,	1081.77,	-283.043,	-60.6744,	60.6744,	0.0831017,	0.00379215
5.74605,	1081.72,	-283.055,	-60.6669,	60.6669,	0.0831024,	0.00379168
5.74624,	1081.66,	-283.067,	-60.6594,	60.6594,	0.0831032,	0.00379121
5.74644,	1081.6,	-283.079,	-60.6519,	60.6519,	0.0831039,	0.00379074
5.74664,	1081.55,	-283.091,	-60.6444,	60.6444,	0.0831047,	0.00379027
5.74684,	1081.49,	-283.103,	-60.6369,	60.6369,	0.0831054,	0.00378981
5.74704,	1081.43,	-283.115,	-60.6294,	60.6294,	0.0831062,	0.00378934
5.74724,	1081.38,	-283.128,	-60.6219,	60.6219,	0.0831069,	0.00378887
5.74744,	1081.32,	-283.14,	-60.6145,	60.6145,	0.0831077,	0.0037884
5.74764,	1081.26,	-283.152,	-60.607,	60.607,	0.0831084,	0.00378794
5.74784,	1081.21,	-283.164,	-60.5995,	60.5995,	0.0831092,	0.00378747
5.74804,	1081.15,	-283.176,	-60.592,	60.592,	0.08311,	0.003787
5.74824,	1081.09,	-283.188,	-60.5845,	60.5845,	0.0831107,	0.00378653
5.74844,	1081.04,	-283.2,	-60.577,	60.577,	0.0831115,	0.00378607
5.74864,	1080.98,	-283.212,	-60.5696,	60.5696,	0.0831122,	0.0037856
5.74884,	1080.92,	-283.224,	-60.5621,	60.5621,	0.083113,	0.00378513
5.74904,	1080.87,	-283.237,	-60.5546,	60.5546,	0.0831137,	0.00378466
5.74924,	1080.81,	-283.249,	-60.5471,	60.5471,	0.0831145,	0.00378419
5.74944,	1080.75,	-283.261,	-60.5396,	60.5396,	0.0831152,	0.00378373
5.74964,	1080.7,	-283.273,	-60.5321,	60.5321,	0.083116,	0.00378326
5.74984,	1080.64,	-283.285,	-60.5247,	60.5247,	0.0831167,	0.00378279
5.75004,	1080.58,	-283.297,	-60.5172,	60.5172,	0.0831175,	0.00378232
5.75024,	1080.53,	-283.309,	-60.5097,	60.5097,	0.0831182,	0.00378186
5.75044,	1080.47,	-283.321,	-60.5022,	60.5022,	0.083119,	0.00378139
5.75064,	1080.41,	-283.333,	-60.4947,	60.4947,	0.0831197,	0.00378092
5.75084,	1080.36,	-283.346,	-60.4873,	60.4873,	0.0831205,	0.00378046
5.75104,	1080.3,	-283.358,	-60.4798,	60.4798,	0.0831212,	0.00377999
5.75124,	1080.24,	-283.37,	-60.4724,	60.4724,	0.083122,	0.00377952
5.75144,	1080.19,	-283.382,	-60.4649,	60.4649,	0.0831227,	0.00377906
5.75164,	1080.13,	-283.394,	-60.4575,	60.4575,	0.0831235,	0.00377859
5.75184,	1080.07,	-283.406,	-60.45,	60.45,	0.0831243,	0.00377813
5.75204,	1080.02,	-283.418,	-60.4426,	60.4426,	0.083125,	0.00377766
5.75224,	1079.96,	-283.43,	-60.4351,	60.4351,	0.0831258,	0.00377719
5.75244,	1079.9,	-283.442,	-60.4277,	60.4277,	0.0831265,	0.00377673
5.75264,	1079.85,	-283.454,	-60.4202,	60.4202,	0.0831273,	0.00377626
5.75284,	1079.79,	-283.466,	-60.4128,	60.4128,	0.083128,	0.0037758
5.75304,	1079.73,	-283.478,	-60.4053,	60.4053,	0.0831288,	0.00377533
5.75324,	1079.68,	-283.491,	-60.3979,	60.3979,	0.0831295,	0.00377487
5.75344,	1079.62,	-283.503,	-60.3904,	60.3904,	0.0831303,	0.0037744
5.75364,	1079.56,	-283.515,	-60.3829,	60.3829,	0.083131,	0.00377393
5.75384,	1079.51,	-283.527,	-60.3754,	60.3754,	0.0831318,	0.00377346
5.75404,	1079.45,	-283.539,	-60.3679,	60.3679,	0.0831325,	0.00377299
5.75424,	1079.39,	-283.551,	-60.3604,	60.3604,	0.0831333,	0.00377252
5.75444,	1079.34,	-283.563,	-60.3529,	60.3529,	0.083134,	0.00377206
5.75464,	1079.28,	-283.575,	-60.3454,	60.3454,	0.0831348,	0.00377159
5.75484,	1079.22,	-283.587,	-60.3379,	60.3379,	0.0831355,	0.00377112
5.75504,	1079.17,	-283.599,	-60.3304,	60.3304,	0.0831362,	0.00377065
5.75524,	1079.11,	-283.611,	-60.323,	60.323,	0.083137,	0.00377019
5.75544,	1079.05,	-283.623,	-60.3155,	60.3155,	0.0831377,	0.00376972
5.75564,	1079,	-283.635,	-60.308,	60.308,	0.0831385,	0.00376925
5.75584,	1078.94,	-283.647,	-60.3006,	60.3006,	0.0831392,	0.00376878
5.75603,	1078.88,	-283.66,	-60.2931,	60.2931,	0.08314,	0.00376832
5.75623,	1078.83,	-283.672,	-60.2856,	60.2856,	0.0831407,	0.00376785
5.75643,	1078.77,	-283.684,	-60.2782,	60.2782,	0.0831415,	0.00376738
5.75663,	1078.71,	-283.696,	-60.2707,	60.2707,	0.0831422,	0.00376692
5.75683,	1078.66,	-283.708,	-60.2632,	60.2632,	0.083143,	0.00376645
5.75703,	1078.6,	-283.72,	-60.2557,	60.2557,	0.0831437,	0.00376598
5.75723,	1078.54,	-283.732,	-60.2483,	60.2483,	0.0831444,	0.00376552
5.75743,	1078.49,	-283.744,	-60.2408,	60.2408,	0.0831452,	0.00376505
5.75763,	1078.43,	-283.756,	-60.2333,	60.2333,	0.0831459,	0.00376458
5.75783,	1078.37,	-283.768,	-60.2258,	60.2258,	0.0831467,	0.00376412
5.75803,	1078.31,	-283.78,	-60.2184,	60.2184,	0.0831474,	0.00376365
5.75823,	1078.26,	-283.792,	-60.2109,	60.2109,	0.0831482,	0.00376318
5.75843,	1078.2,	-283.804,	-60.2034,	60.2034,	0.0831489,	0.00376271
5.75863,	1078.14,	-283.816,	-60.196,	60.196,	0.0831497,	0.00376225
5.75883,	1078.09,	-283.828,	-60.1885,	60.1885,	0.0831504,	0.00376178
5.75903,	1078.03,	-283.84,	-60.181,	60.181,	0.0831512,	0.00376131
5.75923,	1077.97,	-283.852,	-60.1736,	60.1736,	0.0831519,	0.00376085
5.75943,	1077.92,	-283.864,	-60.1661,	60.1661,	0.0831527,	0.00376038
5.75963,	1077.86,	-283.876,	-60.1587,	60.1587,	0.0831534,	0.00375992
5.75983,	1077.8,	-283.888,	-60.1513,	60.1513,	0.0831542,	0.00375945
5.76003,	1077.75,	-283.9,	-60.1438,	60.1438,	0.0831549,	0.00375899
5.76023,	1077.69,	-283.912,	-60.1364,	60.1364,	0.0831557,	0.00375852
5.76043,	1077.63,	-283.924,	-60.1289,	60.1289,	0.0831564,	0.00375806
5.76063,	1077.58,	-283.937,	-60.1215,	60.1215,	0.0831572,	0.00375759
5.76083,	1077.52,	-283.949,	-60.1141,	60.1141,	0.0831579,	0.00375713
5.76103,	1077.46,	-283.961,	-60.1066,	60.1066,	0.0831586,	0.00375666
5.76123,	1077.41,	-283.973,	-60.0992,	60.0992,	0.0831594,	0.0037562
5.76143,	1077.35,	-283.985,	-60.0917,	60.0917,	0.0831601,	0.00375573
5.76163,	1077.29,	-283.997,	-60.0843,	60.0843,	0.0831609,	0.00375527
5.76183,	1077.24,	-284.009,	-60.0768,	60.0768,	0.0831616,	0.0037548
5.76203,	1077.18,	-284.021,	-60.0694,	60.0694,	0.0831624,	0.00375434
5.76223,	1077.12,	-284.033,	-60.0619,	60.0619,	0.0831631,	0.00375387
5.76243,	1077.07,	-284.045,	-60.0545,	60.0545,	0.0831639,	0.00375341
5.76263,	1077.01,	-284.057,	-60.047,	60.047,	0.0831646,	0.00375294
5.76283,	1076.95,	-284.069,	-60.0396,	60.0396,	0.0831654,	0.00375247
5.76303,	1076.9,	-284.081,	-60.0322,	60.0322,	0.0831661,	0.00375201
5.76323,	1076.84,	-284.093,	-60.0248,	60.0248,	0.0831669,	0.00375155
5.76343,	1076.78,	-284.105,	-60.0174,	60.0174,	0.0831676,	0.00375109
5.76363,	1076.73,	-284.117,	-60.01,	60.01,	0.0831684,	0.00375062
5.76383,	1076.67,	-284.129,	-60.0025,	60.0025,	0.0831691,	0.00375016
5.76403,	1076.61,	-284.141,	-59.995,	59.995,	0.0831699,	0.00374969
5.76423,	1076.55,	-284.153,	-59.9876,	59.9876,	0.0831706,	0.00374922
5.76443,	1076.5,	-284.165,	-59.9801,	59.9801,	0.0831713,	0.00374876
5.76463,	1076.44,	-284.177,	-59.9726,	59.9726,	0.0831721,	0.00374829
5.76483,	1076.38,	-284.189,	-59.9652,	59.9652,	0.0831728,	0.00374782
5.76503,	1076.33,	-284.201,	-59.9577,	59.9577,	0.0831736,	0.00374736
5.76523,	1076.27,	-284.213,	-59.9503,	59.9503,	0.0831743,	0.00374689
5.76543,	1076.21,	-284.225,	-59.9428,	59.9428,	0.083175,	0.00374642
5.76562,	1076.16,	-284.237,	-59.9353,	59.9353,	0.0831758,	0.00374596
5.76582,	1076.1,	-284.249,	-59.9279,	59.9279,	0.0831765,	0.00374549
5.76602,	1076.04,	-284.261,	-59.9204,	59.9204,	0.0831773,	0.00374503
5.76622,	1075.99,	-284.273,	-59.9129,	59.9129,	0.083178,	0.00374456
5.76642,	1075.93,	-284.285,	-59.9055,	59.9055,	0.0831788,	0.00374409
5.76662,	1075.87,	-284.297,	-59.898,	59.898,	0.0831795,	0.00374363
5.76682,	1075.82,	-284.309,	-59.8905,	59.8905,	0.0831802,	0.00374316
5.76702,	1075.76,	-284.321,	-59.8831,	59.8831,	0.083181,	0.00374269
5.76722,	1075.7,	-284.333,	-59.8757,	59.8757,	0.0831817,	0.00374223
5.76742,	1075.64,	-284.345,	-59.8683,	59.8683,	0.0831825,	0.00374177
5.76762,	1075.59,	-284.357,	-59.8608,	59.8608,	0.0831832,	0.0037413
5.76782,	1075.53,	-284.368,	-59.8534,	59.8534,	0.083184,	0.00374084
5.76802,	1075.47,	-284.38,	-59.8459,	59.8459,	0.0831847,	0.00374037
5.76822,	1075.42,	-284.392,	-59.8385,	59.8385,	0.0831854,	0.00373991
5.76842,	1075.36,	-284.404,	-59.8311,	59.8311,	0.0831862,	0.00373944
5.76862,	1075.3,	-284.416,	-59.8237,	59.8237,	0.0831869,	0.00373898
5.76882,	1075.25,	-284.428,	-59.8162,	59.8162,	0.0831877,	0.00373851
5.76902,	1075.19,	-284.44,	-59.8088,	59.8088,	0.0831884,	0.00373805
5.76922,	1075.13,	-284.452,	-59.8013,	59.8013,	0.0831891,	0.00373758
5.76942,	1075.08,	-284.464,	-59.7939,	59.7939,	0.0831899,	0.00373712
5.76962,	1075.02,	-284.476,	-59.7865,	59.7865,	0.0831906,	0.00373665
5.76982,	1074.96,	-284.488,	-59.779,	59.779,	0.0831914,	0.00373619
5.77002,	1074.91,	-284.5,	-59.7716,	59.7716,	0.0831921,	0.00373573
5.77022,	1074.85,	-284.512,	-59.7642,	59.7642,	0.0831929,	0.00373526
5.77042,	1074.79,	-284.524,	-59.7567,	59.7567,	0.0831936,	0.0037348
5.77062,	1074.73,	-284.536,	-59.7493,	59.7493,	0.0831943,	0.00373433
5.77082,	1074.68,	-284.548,	-59.7419,	59.7419,	0.0831951,	0.00373387
5.77102,	1074.62,	-284.56,	-59.7344,	59.7344,	0.0831958,	0.0037334
5.77122,	1074.56,	-284.572,	-59.727,	59.727,	0.0831966,	0.00373294
5.77142,	1074.51,	-284.584,	-59.7196,	59.7196,	0.0831973,	0.00373248
5.77162,	1074.45,	-284.596,	-59.7122,	59.7122,	0.0831981,	0.00373201
5.77182,	1074.39,	-284.608,	-59.7048,	59.7048,	0.0831988,	0.00373155
5.77202,	1074.34,	-284.62,	-59.6974,	59.6974,	0.0831996,	0.00373109
5.77222,	1074.28,	-284.631,	-59.69,	59.69,	0.0832003,	0.00373063
5.77242,	1074.22,	-284.643,	-59.6826,	59.6826,	0.083201,	0.00373016
5.77262,	1074.17,	-284.655,	-59.6752,	59.6752,	0.0832018,	0.0037297
5.77282,	1074.11,	-284.667,	-59.6678,	59.6678,	0.0832025,	0.00372924
5.77302,	1074.05,	-284.679,	-59.6604,	59.6604,	0.0832033,	0.00372877
5.77322,	1073.99,	-284.691,	-59.653,	59.653,	0.083204,	0.00372831
5.77342,	1073.94,	-284.703,	-59.6456,	59.6456,	0.0832048,	0.00372785
5.77362,	1073.88,	-284.715,	-59.6382,	59.6382,	0.0832055,	0.00372739
5.77382,	1073.82,	-284.727,	-59.6308,	59.6308,	0.0832063,	0.00372692
5.77402,	1073.77,	-284.739,	-59.6233,	59.6233,	0.083207,	0.00372646
5.77422,	1073.71,	-284.751,	-59.6159,	59.6159,	0.0832077,	0.00372599
5.77442,	1073.65,	-284.763,	-59.6084,	59.6084,	0.0832085,	0.00372552
5.77462,	1073.6,	-284.775,	-59.6009,	59.6009,	0.0832092,	0.00372506
5.77482,	1073.54,	-284.787,	-59.5935,	59.5935,	0.0832099,	0.00372459
5.77502,	1073.48,	-284.799,	-59.586,	59.586,	0.0832107,	0.00372413
5.77522,	1073.43,	-284.81,	-59.5786,	59.5786,	0.0832114,	0.00372366
5.77541,	1073.37,	-284.822,	-59.5712,	59.5712,	0.0832121,	0.0037232
5.77561,	1073.31,	-284.834,	-59.5637,	59.5637,	0.0832129,	0.00372273
