Time	Y	YDOT	YDOUBLEDOT	NC	LOS	LOSdot
2.76543,	1452.72,	115.141,	-223.356,	223.356,	0.0582507,	0.0139598
2.76563,	1452.74,	115.096,	-223.342,	223.342,	0.0582535,	0.0139589
2.76583,	1452.77,	115.052,	-223.327,	223.327,	0.0582562,	0.013958
2.76603,	1452.79,	115.007,	-223.313,	223.313,	0.058259,	0.0139571
2.76623,	1452.81,	114.962,	-223.299,	223.299,	0.0582618,	0.0139562
2.76643,	1452.83,	114.918,	-223.284,	223.284,	0.0582646,	0.0139553
2.76663,	1452.86,	114.873,	-223.27,	223.27,	0.0582674,	0.0139544
2.76683,	1452.88,	114.829,	-223.256,	223.256,	0.0582702,	0.0139535
2.76703,	1452.9,	114.784,	-223.241,	223.241,	0.058273,	0.0139526
2.76723,	1452.93,	114.739,	-223.227,	223.227,	0.0582758,	0.0139517
2.76743,	1452.95,	114.695,	-223.213,	223.213,	0.0582786,	0.0139508
2.76763,	1452.97,	114.65,	-223.198,	223.198,	0.0582814,	0.0139499
2.76783,	1452.99,	114.605,	-223.184,	223.184,	0.0582842,	0.013949
2.76803,	1453.02,	114.561,	-223.17,	223.17,	0.0582869,	0.0139481
2.76823,	1453.04,	114.516,	-223.156,	223.156,	0.0582897,	0.0139472
2.76843,	1453.06,	114.471,	-223.141,	223.141,	0.0582925,	0.0139463
2.76863,	1453.09,	114.427,	-223.127,	223.127,	0.0582953,	0.0139454
2.76883,	1453.11,	114.382,	-223.113,	223.113,	0.0582981,	0.0139445
2.76903,	1453.13,	114.337,	-223.098,	223.098,	0.0583009,	0.0139436
2.76923,	1453.16,	114.293,	-223.084,	223.084,	0.0583037,	0.0139427
2.76943,	1453.18,	114.248,	-223.07,	223.07,	0.0583065,	0.0139418
2.76963,	1453.2,	114.204,	-223.055,	223.055,	0.0583093,	0.013941
2.76983,	1453.22,	114.159,	-223.041,	223.041,	0.058312,	0.0139401
2.77003,	1453.25,	114.114,	-223.027,	223.027,	0.0583148,	0.0139392
2.77023,	1453.27,	114.07,	-223.012,	223.012,	0.0583176,	0.0139383
2.77043,	1453.29,	114.025,	-222.998,	222.998,	0.0583204,	0.0139374
2.77063,	1453.31,	113.981,	-222.984,	222.984,	0.0583232,	0.0139365
2.77083,	1453.34,	113.936,	-222.969,	222.969,	0.058326,	0.0139356
2.77103,	1453.36,	113.891,	-222.955,	222.955,	0.0583288,	0.0139347
2.77123,	1453.38,	113.847,	-222.941,	222.941,	0.0583316,	0.0139338
2.77144,	1453.41,	113.802,	-222.926,	222.926,	0.0583344,	0.0139329
2.77164,	1453.43,	113.758,	-222.912,	222.912,	0.0583371,	0.013932
2.77184,	1453.45,	113.713,	-222.898,	222.898,	0.0583399,	0.0139311
2.77204,	1453.47,	113.668,	-222.883,	222.883,	0.0583427,	0.0139302
2.77224,	1453.5,	113.624,	-222.869,	222.869,	0.0583455,	0.0139293
2.77244,	1453.52,	113.579,	-222.855,	222.855,	0.0583483,	0.0139284
2.77264,	1453.54,	113.535,	-222.841,	222.841,	0.0583511,	0.0139275
2.77284,	1453.57,	113.49,	-222.826,	222.826,	0.0583538,	0.0139266
2.77304,	1453.59,	113.446,	-222.812,	222.812,	0.0583566,	0.0139257
2.77324,	1453.61,	113.401,	-222.798,	222.798,	0.0583594,	0.0139248
2.77344,	1453.63,	113.357,	-222.783,	222.783,	0.0583622,	0.013924
2.77364,	1453.66,	113.312,	-222.769,	222.769,	0.058365,	0.0139231
2.77384,	1453.68,	113.267,	-222.755,	222.755,	0.0583678,	0.0139222
2.77404,	1453.7,	113.223,	-222.74,	222.74,	0.0583706,	0.0139213
2.77424,	1453.72,	113.178,	-222.726,	222.726,	0.0583733,	0.0139204
2.77444,	1453.75,	113.134,	-222.712,	222.712,	0.0583761,	0.0139195
2.77464,	1453.77,	113.089,	-222.697,	222.697,	0.0583789,	0.0139186
2.77484,	1453.79,	113.045,	-222.683,	222.683,	0.0583817,	0.0139177
2.77504,	1453.81,	113,	-222.669,	222.669,	0.0583845,	0.0139168
2.77524,	1453.84,	112.956,	-222.655,	222.655,	0.0583873,	0.0139159
2.77544,	1453.86,	112.911,	-222.64,	222.64,	0.05839,	0.013915
2.77564,	1453.88,	112.867,	-222.626,	222.626,	0.0583928,	0.0139141
2.77584,	1453.9,	112.822,	-222.612,	222.612,	0.0583956,	0.0139132
2.77604,	1453.93,	112.777,	-222.597,	222.597,	0.0583984,	0.0139123
2.77624,	1453.95,	112.733,	-222.583,	222.583,	0.0584012,	0.0139114
2.77644,	1453.97,	112.688,	-222.569,	222.569,	0.058404,	0.0139105
2.77664,	1453.99,	112.644,	-222.554,	222.554,	0.0584067,	0.0139096
2.77684,	1454.02,	112.599,	-222.54,	222.54,	0.0584095,	0.0139088
2.77704,	1454.04,	112.555,	-222.526,	222.526,	0.0584123,	0.0139079
2.77724,	1454.06,	112.51,	-222.511,	222.511,	0.0584151,	0.013907
2.77744,	1454.08,	112.466,	-222.497,	222.497,	0.0584179,	0.0139061
2.77764,	1454.11,	112.421,	-222.483,	222.483,	0.0584206,	0.0139052
2.77784,	1454.13,	112.377,	-222.469,	222.469,	0.0584234,	0.0139043
2.77804,	1454.15,	112.332,	-222.454,	222.454,	0.0584262,	0.0139034
2.77824,	1454.17,	112.288,	-222.44,	222.44,	0.058429,	0.0139025
2.77844,	1454.2,	112.243,	-222.426,	222.426,	0.0584318,	0.0139016
2.77864,	1454.22,	112.199,	-222.411,	222.411,	0.0584345,	0.0139007
2.77884,	1454.24,	112.154,	-222.397,	222.397,	0.0584373,	0.0138998
2.77904,	1454.26,	112.11,	-222.383,	222.383,	0.0584401,	0.0138989
2.77924,	1454.29,	112.066,	-222.368,	222.368,	0.0584429,	0.013898
2.77944,	1454.31,	112.021,	-222.354,	222.354,	0.0584457,	0.0138971
2.77964,	1454.33,	111.977,	-222.34,	222.34,	0.0584485,	0.0138962
2.77984,	1454.35,	111.932,	-222.326,	222.326,	0.0584512,	0.0138953
2.78004,	1454.38,	111.888,	-222.311,	222.311,	0.058454,	0.0138945
2.78024,	1454.4,	111.843,	-222.297,	222.297,	0.0584568,	0.0138936
2.78044,	1454.42,	111.799,	-222.283,	222.283,	0.0584596,	0.0138927
2.78064,	1454.44,	111.754,	-222.268,	222.268,	0.0584623,	0.0138918
2.78084,	1454.47,	111.71,	-222.254,	222.254,	0.0584651,	0.0138909
2.78104,	1454.49,	111.665,	-222.24,	222.24,	0.0584679,	0.01389
2.78124,	1454.51,	111.621,	-222.225,	222.225,	0.0584707,	0.0138891
2.78144,	1454.53,	111.576,	-222.211,	222.211,	0.0584735,	0.0138882
2.78164,	1454.56,	111.532,	-222.197,	222.197,	0.0584762,	0.0138873
2.78184,	1454.58,	111.488,	-222.183,	222.183,	0.058479,	0.0138864
2.78204,	1454.6,	111.443,	-222.168,	222.168,	0.0584818,	0.0138855
2.78224,	1454.62,	111.399,	-222.154,	222.154,	0.0584846,	0.0138846
2.78244,	1454.64,	111.354,	-222.14,	222.14,	0.0584874,	0.0138837
2.78264,	1454.67,	111.31,	-222.125,	222.125,	0.0584901,	0.0138828
2.78284,	1454.69,	111.265,	-222.111,	222.111,	0.0584929,	0.0138819
2.78304,	1454.71,	111.221,	-222.097,	222.097,	0.0584957,	0.0138811
2.78324,	1454.73,	111.177,	-222.083,	222.083,	0.0584985,	0.0138802
2.78344,	1454.76,	111.132,	-222.068,	222.068,	0.0585012,	0.0138793
2.78364,	1454.78,	111.088,	-222.054,	222.054,	0.058504,	0.0138784
2.78384,	1454.8,	111.043,	-222.04,	222.04,	0.0585068,	0.0138775
2.78404,	1454.82,	110.999,	-222.025,	222.025,	0.0585096,	0.0138766
2.78424,	1454.84,	110.955,	-222.011,	222.011,	0.0585123,	0.0138757
2.78444,	1454.87,	110.91,	-221.997,	221.997,	0.0585151,	0.0138748
2.78464,	1454.89,	110.866,	-221.983,	221.983,	0.0585179,	0.0138739
2.78484,	1454.91,	110.821,	-221.968,	221.968,	0.0585207,	0.013873
2.78504,	1454.93,	110.777,	-221.954,	221.954,	0.0585234,	0.0138721
2.78524,	1454.96,	110.733,	-221.94,	221.94,	0.0585262,	0.0138712
2.78544,	1454.98,	110.688,	-221.925,	221.925,	0.058529,	0.0138703
2.78564,	1455,	110.644,	-221.911,	221.911,	0.0585318,	0.0138694
2.78584,	1455.02,	110.599,	-221.897,	221.897,	0.0585345,	0.0138686
2.78604,	1455.04,	110.555,	-221.883,	221.883,	0.0585373,	0.0138677
2.78624,	1455.07,	110.511,	-221.868,	221.868,	0.0585401,	0.0138668
2.78644,	1455.09,	110.466,	-221.854,	221.854,	0.0585428,	0.0138659
2.78664,	1455.11,	110.422,	-221.84,	221.84,	0.0585456,	0.013865
2.78684,	1455.13,	110.378,	-221.825,	221.825,	0.0585484,	0.0138641
2.78704,	1455.15,	110.333,	-221.811,	221.811,	0.0585512,	0.0138632
2.78724,	1455.18,	110.289,	-221.797,	221.797,	0.0585539,	0.0138623
2.78744,	1455.2,	110.244,	-221.783,	221.783,	0.0585567,	0.0138614
2.78764,	1455.22,	110.2,	-221.768,	221.768,	0.0585595,	0.0138605
2.78784,	1455.24,	110.156,	-221.754,	221.754,	0.0585623,	0.0138596
2.78804,	1455.26,	110.111,	-221.74,	221.74,	0.058565,	0.0138587
2.78824,	1455.29,	110.067,	-221.726,	221.726,	0.0585678,	0.0138578
2.78844,	1455.31,	110.023,	-221.711,	221.711,	0.0585706,	0.013857
2.78864,	1455.33,	109.978,	-221.697,	221.697,	0.0585733,	0.0138561
2.78884,	1455.35,	109.934,	-221.683,	221.683,	0.0585761,	0.0138552
2.78904,	1455.37,	109.89,	-221.668,	221.668,	0.0585789,	0.0138543
2.78924,	1455.4,	109.845,	-221.654,	221.654,	0.0585817,	0.0138534
2.78944,	1455.42,	109.801,	-221.64,	221.64,	0.0585844,	0.0138525
2.78964,	1455.44,	109.757,	-221.626,	221.626,	0.0585872,	0.0138516
2.78984,	1455.46,	109.712,	-221.611,	221.611,	0.05859,	0.0138507
2.79004,	1455.48,	109.668,	-221.597,	221.597,	0.0585927,	0.0138498
2.79024,	1455.51,	109.624,	-221.583,	221.583,	0.0585955,	0.0138489
2.79044,	1455.53,	109.579,	-221.569,	221.569,	0.0585983,	0.013848
2.79064,	1455.55,	109.535,	-221.554,	221.554,	0.058601,	0.0138471
2.79084,	1455.57,	109.491,	-221.54,	221.54,	0.0586038,	0.0138462
2.79104,	1455.59,	109.446,	-221.526,	221.526,	0.0586066,	0.0138454
2.79124,	1455.62,	109.402,	-221.511,	221.511,	0.0586094,	0.0138445
2.79144,	1455.64,	109.358,	-221.497,	221.497,	0.0586121,	0.0138436
2.79164,	1455.66,	109.314,	-221.483,	221.483,	0.0586149,	0.0138427
2.79184,	1455.68,	109.269,	-221.469,	221.469,	0.0586177,	0.0138418
2.79204,	1455.7,	109.225,	-221.454,	221.454,	0.0586204,	0.0138409
2.79224,	1455.72,	109.181,	-221.44,	221.44,	0.0586232,	0.01384
2.79244,	1455.75,	109.136,	-221.426,	221.426,	0.058626,	0.0138391
2.79264,	1455.77,	109.092,	-221.412,	221.412,	0.0586287,	0.0138382
2.79284,	1455.79,	109.048,	-221.397,	221.397,	0.0586315,	0.0138373
2.79304,	1455.81,	109.004,	-221.383,	221.383,	0.0586343,	0.0138364
2.79324,	1455.83,	108.959,	-221.369,	221.369,	0.058637,	0.0138355
2.79344,	1455.86,	108.915,	-221.354,	221.354,	0.0586398,	0.0138347
2.79364,	1455.88,	108.871,	-221.34,	221.34,	0.0586426,	0.0138338
2.79384,	1455.9,	108.826,	-221.326,	221.326,	0.0586453,	0.0138329
2.79404,	1455.92,	108.782,	-221.312,	221.312,	0.0586481,	0.013832
2.79424,	1455.94,	108.738,	-221.297,	221.297,	0.0586509,	0.0138311
2.79444,	1455.96,	108.694,	-221.283,	221.283,	0.0586536,	0.0138302
2.79464,	1455.99,	108.649,	-221.269,	221.269,	0.0586564,	0.0138293
2.79484,	1456.01,	108.605,	-221.255,	221.255,	0.0586592,	0.0138284
2.79504,	1456.03,	108.561,	-221.24,	221.24,	0.0586619,	0.0138275
2.79524,	1456.05,	108.517,	-221.226,	221.226,	0.0586647,	0.0138266
2.79544,	1456.07,	108.472,	-221.212,	221.212,	0.0586675,	0.0138257
2.79564,	1456.09,	108.428,	-221.198,	221.198,	0.0586702,	0.0138249
2.79584,	1456.12,	108.384,	-221.183,	221.183,	0.058673,	0.013824
2.79604,	1456.14,	108.34,	-221.169,	221.169,	0.0586758,	0.0138231
2.79624,	1456.16,	108.295,	-221.155,	221.155,	0.0586785,	0.0138222
2.79644,	1456.18,	108.251,	-221.141,	221.141,	0.0586813,	0.0138213
2.79664,	1456.2,	108.207,	-221.126,	221.126,	0.0586841,	0.0138204
2.79684,	1456.22,	108.163,	-221.112,	221.112,	0.0586868,	0.0138195
2.79704,	1456.25,	108.119,	-221.098,	221.098,	0.0586896,	0.0138186
2.79724,	1456.27,	108.074,	-221.084,	221.084,	0.0586923,	0.0138177
2.79744,	1456.29,	108.03,	-221.069,	221.069,	0.0586951,	0.0138168
2.79764,	1456.31,	107.986,	-221.055,	221.055,	0.0586979,	0.0138159
2.79784,	1456.33,	107.942,	-221.041,	221.041,	0.0587006,	0.013815
2.79804,	1456.35,	107.897,	-221.027,	221.027,	0.0587034,	0.0138142
2.79824,	1456.38,	107.853,	-221.012,	221.012,	0.0587062,	0.0138133
2.79844,	1456.4,	107.809,	-220.998,	220.998,	0.0587089,	0.0138124
2.79864,	1456.42,	107.765,	-220.984,	220.984,	0.0587117,	0.0138115
2.79884,	1456.44,	107.721,	-220.969,	220.969,	0.0587145,	0.0138106
2.79904,	1456.46,	107.676,	-220.955,	220.955,	0.0587172,	0.0138097
2.79924,	1456.48,	107.632,	-220.941,	220.941,	0.05872,	0.0138088
2.79944,	1456.5,	107.588,	-220.927,	220.927,	0.0587227,	0.0138079
2.79964,	1456.53,	107.544,	-220.913,	220.913,	0.0587255,	0.013807
2.79984,	1456.55,	107.5,	-220.898,	220.898,	0.0587283,	0.0138061
2.80004,	1456.57,	107.456,	-220.884,	220.884,	0.058731,	0.0138053
2.80024,	1456.59,	107.411,	-220.87,	220.87,	0.0587338,	0.0138044
2.80044,	1456.61,	107.367,	-220.855,	220.855,	0.0587365,	0.0138035
2.80064,	1456.63,	107.323,	-220.841,	220.841,	0.0587393,	0.0138026
2.80084,	1456.66,	107.279,	-220.827,	220.827,	0.0587421,	0.0138017
2.80104,	1456.68,	107.235,	-220.813,	220.813,	0.0587448,	0.0138008
2.80124,	1456.7,	107.191,	-220.799,	220.799,	0.0587476,	0.0137999
2.80144,	1456.72,	107.146,	-220.784,	220.784,	0.0587504,	0.013799
2.80164,	1456.74,	107.102,	-220.77,	220.77,	0.0587531,	0.0137981
2.80184,	1456.76,	107.058,	-220.756,	220.756,	0.0587559,	0.0137972
2.80204,	1456.78,	107.014,	-220.742,	220.742,	0.0587586,	0.0137963
2.80224,	1456.81,	106.97,	-220.727,	220.727,	0.0587614,	0.0137955
2.80244,	1456.83,	106.926,	-220.713,	220.713,	0.0587641,	0.0137946
2.80264,	1456.85,	106.881,	-220.699,	220.699,	0.0587669,	0.0137937
2.80284,	1456.87,	106.837,	-220.685,	220.685,	0.0587697,	0.0137928
2.80304,	1456.89,	106.793,	-220.67,	220.67,	0.0587724,	0.0137919
2.80324,	1456.91,	106.749,	-220.656,	220.656,	0.0587752,	0.013791
2.80344,	1456.93,	106.705,	-220.642,	220.642,	0.0587779,	0.0137901
2.80364,	1456.95,	106.661,	-220.628,	220.628,	0.0587807,	0.0137892
2.80384,	1456.98,	106.617,	-220.613,	220.613,	0.0587834,	0.0137883
2.80404,	1457,	106.573,	-220.599,	220.599,	0.0587862,	0.0137874
2.80424,	1457.02,	106.528,	-220.585,	220.585,	0.058789,	0.0137866
2.80444,	1457.04,	106.484,	-220.571,	220.571,	0.0587917,	0.0137857
2.80464,	1457.06,	106.44,	-220.556,	220.556,	0.0587945,	0.0137848
2.80484,	1457.08,	106.396,	-220.542,	220.542,	0.0587972,	0.0137839
2.80504,	1457.1,	106.352,	-220.528,	220.528,	0.0588,	0.013783
2.80524,	1457.12,	106.308,	-220.514,	220.514,	0.0588027,	0.0137821
2.80544,	1457.15,	106.264,	-220.499,	220.499,	0.0588055,	0.0137812
2.80564,	1457.17,	106.22,	-220.485,	220.485,	0.0588083,	0.0137803
2.80584,	1457.19,	106.176,	-220.471,	220.471,	0.058811,	0.0137794
2.80604,	1457.21,	106.131,	-220.457,	220.457,	0.0588138,	0.0137785
2.80624,	1457.23,	106.087,	-220.442,	220.442,	0.0588165,	0.0137777
2.80644,	1457.25,	106.043,	-220.428,	220.428,	0.0588193,	0.0137768
2.80664,	1457.27,	105.999,	-220.414,	220.414,	0.058822,	0.0137759
2.80684,	1457.29,	105.955,	-220.4,	220.4,	0.0588248,	0.013775
2.80704,	1457.32,	105.911,	-220.386,	220.386,	0.0588276,	0.0137741
2.80724,	1457.34,	105.867,	-220.371,	220.371,	0.0588303,	0.0137732
2.80744,	1457.36,	105.823,	-220.357,	220.357,	0.0588331,	0.0137723
2.80764,	1457.38,	105.779,	-220.343,	220.343,	0.0588358,	0.0137714
2.80784,	1457.4,	105.735,	-220.329,	220.329,	0.0588386,	0.0137705
2.80804,	1457.42,	105.691,	-220.314,	220.314,	0.0588413,	0.0137696
2.80824,	1457.44,	105.647,	-220.3,	220.3,	0.0588441,	0.0137688
2.80844,	1457.46,	105.603,	-220.286,	220.286,	0.0588468,	0.0137679
2.80864,	1457.48,	105.559,	-220.272,	220.272,	0.0588496,	0.013767
2.80884,	1457.51,	105.514,	-220.257,	220.257,	0.0588523,	0.0137661
2.80904,	1457.53,	105.47,	-220.243,	220.243,	0.0588551,	0.0137652
2.80924,	1457.55,	105.426,	-220.229,	220.229,	0.0588578,	0.0137643
2.80944,	1457.57,	105.382,	-220.215,	220.215,	0.0588606,	0.0137634
2.80964,	1457.59,	105.338,	-220.201,	220.201,	0.0588634,	0.0137625
2.80984,	1457.61,	105.294,	-220.186,	220.186,	0.0588661,	0.0137616
2.81004,	1457.63,	105.25,	-220.172,	220.172,	0.0588689,	0.0137608
2.81024,	1457.65,	105.206,	-220.158,	220.158,	0.0588716,	0.0137599
2.81044,	1457.67,	105.162,	-220.144,	220.144,	0.0588744,	0.013759
2.81064,	1457.7,	105.118,	-220.129,	220.129,	0.0588771,	0.0137581
2.81084,	1457.72,	105.074,	-220.115,	220.115,	0.0588799,	0.0137572
2.81104,	1457.74,	105.03,	-220.101,	220.101,	0.0588826,	0.0137563
2.81124,	1457.76,	104.986,	-220.087,	220.087,	0.0588854,	0.0137554
2.81144,	1457.78,	104.942,	-220.073,	220.073,	0.0588881,	0.0137545
2.81164,	1457.8,	104.898,	-220.058,	220.058,	0.0588909,	0.0137536
2.81184,	1457.82,	104.854,	-220.044,	220.044,	0.0588936,	0.0137528
2.81204,	1457.84,	104.81,	-220.03,	220.03,	0.0588964,	0.0137519
2.81224,	1457.86,	104.766,	-220.016,	220.016,	0.0588991,	0.013751
2.81244,	1457.88,	104.722,	-220.001,	220.001,	0.0589019,	0.0137501
2.81264,	1457.91,	104.678,	-219.987,	219.987,	0.0589046,	0.0137492
2.81284,	1457.93,	104.634,	-219.973,	219.973,	0.0589074,	0.0137483
2.81304,	1457.95,	104.59,	-219.959,	219.959,	0.0589101,	0.0137474
2.81324,	1457.97,	104.546,	-219.945,	219.945,	0.0589129,	0.0137465
2.81344,	1457.99,	104.502,	-219.93,	219.93,	0.0589156,	0.0137456
2.81364,	1458.01,	104.458,	-219.916,	219.916,	0.0589184,	0.0137448
2.81384,	1458.03,	104.414,	-219.902,	219.902,	0.0589211,	0.0137439
2.81404,	1458.05,	104.37,	-219.888,	219.888,	0.0589239,	0.013743
2.81424,	1458.07,	104.326,	-219.873,	219.873,	0.0589266,	0.0137421
2.81444,	1458.09,	104.282,	-219.859,	219.859,	0.0589294,	0.0137412
2.81464,	1458.11,	104.238,	-219.845,	219.845,	0.0589321,	0.0137403
2.81484,	1458.14,	104.194,	-219.831,	219.831,	0.0589349,	0.0137394
2.81504,	1458.16,	104.15,	-219.817,	219.817,	0.0589376,	0.0137385
2.81524,	1458.18,	104.106,	-219.802,	219.802,	0.0589404,	0.0137376
2.81544,	1458.2,	104.062,	-219.788,	219.788,	0.0589431,	0.0137368
2.81564,	1458.22,	104.018,	-219.774,	219.774,	0.0589459,	0.0137359
2.81584,	1458.24,	103.974,	-219.76,	219.76,	0.0589486,	0.013735
2.81604,	1458.26,	103.93,	-219.746,	219.746,	0.0589513,	0.0137341
2.81624,	1458.28,	103.886,	-219.731,	219.731,	0.0589541,	0.0137332
2.81644,	1458.3,	103.843,	-219.717,	219.717,	0.0589568,	0.0137323
2.81664,	1458.32,	103.799,	-219.703,	219.703,	0.0589596,	0.0137314
2.81684,	1458.34,	103.755,	-219.689,	219.689,	0.0589623,	0.0137305
2.81704,	1458.36,	103.711,	-219.674,	219.674,	0.0589651,	0.0137297
2.81724,	1458.38,	103.667,	-219.66,	219.66,	0.0589678,	0.0137288
2.81744,	1458.41,	103.623,	-219.646,	219.646,	0.0589706,	0.0137279
2.81764,	1458.43,	103.579,	-219.632,	219.632,	0.0589733,	0.013727
2.81784,	1458.45,	103.535,	-219.618,	219.618,	0.0589761,	0.0137261
2.81804,	1458.47,	103.491,	-219.603,	219.603,	0.0589788,	0.0137252
2.81824,	1458.49,	103.447,	-219.589,	219.589,	0.0589816,	0.0137243
2.81844,	1458.51,	103.403,	-219.575,	219.575,	0.0589843,	0.0137234
2.81864,	1458.53,	103.359,	-219.561,	219.561,	0.058987,	0.0137225
2.81884,	1458.55,	103.315,	-219.547,	219.547,	0.0589898,	0.0137217
2.81904,	1458.57,	103.271,	-219.532,	219.532,	0.0589925,	0.0137208
2.81924,	1458.59,	103.228,	-219.518,	219.518,	0.0589953,	0.0137199
2.81944,	1458.61,	103.184,	-219.504,	219.504,	0.058998,	0.013719
2.81964,	1458.63,	103.14,	-219.49,	219.49,	0.0590008,	0.0137181
2.81984,	1458.65,	103.096,	-219.476,	219.476,	0.0590035,	0.0137172
2.82004,	1458.67,	103.052,	-219.461,	219.461,	0.0590063,	0.0137163
2.82024,	1458.69,	103.008,	-219.447,	219.447,	0.059009,	0.0137154
2.82044,	1458.72,	102.964,	-219.433,	219.433,	0.0590117,	0.0137146
2.82064,	1458.74,	102.92,	-219.419,	219.419,	0.0590145,	0.0137137
2.82084,	1458.76,	102.876,	-219.405,	219.405,	0.0590172,	0.0137128
2.82104,	1458.78,	102.833,	-219.39,	219.39,	0.05902,	0.0137119
2.82124,	1458.8,	102.789,	-219.376,	219.376,	0.0590227,	0.013711
2.82144,	1458.82,	102.745,	-219.362,	219.362,	0.0590254,	0.0137101
2.82164,	1458.84,	102.701,	-219.348,	219.348,	0.0590282,	0.0137092
2.82184,	1458.86,	102.657,	-219.334,	219.334,	0.0590309,	0.0137083
2.82204,	1458.88,	102.613,	-219.319,	219.319,	0.0590337,	0.0137075
2.82224,	1458.9,	102.569,	-219.305,	219.305,	0.0590364,	0.0137066
2.82244,	1458.92,	102.525,	-219.291,	219.291,	0.0590392,	0.0137057
2.82264,	1458.94,	102.482,	-219.277,	219.277,	0.0590419,	0.0137048
2.82284,	1458.96,	102.438,	-219.263,	219.263,	0.0590446,	0.0137039
2.82304,	1458.98,	102.394,	-219.248,	219.248,	0.0590474,	0.013703
2.82324,	1459,	102.35,	-219.234,	219.234,	0.0590501,	0.0137021
2.82344,	1459.02,	102.306,	-219.22,	219.22,	0.0590529,	0.0137012
2.82364,	1459.04,	102.262,	-219.206,	219.206,	0.0590556,	0.0137004
2.82384,	1459.06,	102.218,	-219.192,	219.192,	0.0590583,	0.0136995
2.82404,	1459.08,	102.175,	-219.177,	219.177,	0.0590611,	0.0136986
2.82424,	1459.1,	102.131,	-219.163,	219.163,	0.0590638,	0.0136977
2.82444,	1459.12,	102.087,	-219.149,	219.149,	0.0590666,	0.0136968
2.82464,	1459.15,	102.043,	-219.135,	219.135,	0.0590693,	0.0136959
2.82484,	1459.17,	101.999,	-219.121,	219.121,	0.059072,	0.013695
2.82504,	1459.19,	101.956,	-219.106,	219.106,	0.0590748,	0.0136942
2.82524,	1459.21,	101.912,	-219.092,	219.092,	0.0590775,	0.0136933
2.82544,	1459.23,	101.868,	-219.078,	219.078,	0.0590803,	0.0136924
2.82564,	1459.25,	101.824,	-219.064,	219.064,	0.059083,	0.0136915
2.82584,	1459.27,	101.78,	-219.05,	219.05,	0.0590857,	0.0136906
2.82604,	1459.29,	101.736,	-219.035,	219.035,	0.0590885,	0.0136897
2.82624,	1459.31,	101.693,	-219.021,	219.021,	0.0590912,	0.0136888
2.82644,	1459.33,	101.649,	-219.007,	219.007,	0.059094,	0.0136879
2.82664,	1459.35,	101.605,	-218.993,	218.993,	0.0590967,	0.0136871
2.82684,	1459.37,	101.561,	-218.979,	218.979,	0.0590994,	0.0136862
2.82704,	1459.39,	101.517,	-218.965,	218.965,	0.0591022,	0.0136853
2.82724,	1459.41,	101.474,	-218.95,	218.95,	0.0591049,	0.0136844
2.82744,	1459.43,	101.43,	-218.936,	218.936,	0.0591076,	0.0136835
2.82764,	1459.45,	101.386,	-218.922,	218.922,	0.0591104,	0.0136826
2.82784,	1459.47,	101.342,	-218.908,	218.908,	0.0591131,	0.0136817
2.82804,	1459.49,	101.298,	-218.894,	218.894,	0.0591158,	0.0136808
2.82824,	1459.51,	101.255,	-218.879,	218.879,	0.0591186,	0.01368
2.82844,	1459.53,	101.211,	-218.865,	218.865,	0.0591213,	0.0136791
2.82864,	1459.55,	101.167,	-218.851,	218.851,	0.059124,	0.0136782
2.82884,	1459.57,	101.123,	-218.837,	218.837,	0.0591268,	0.0136773
2.82904,	1459.59,	101.08,	-218.823,	218.823,	0.0591295,	0.0136764
2.82924,	1459.61,	101.036,	-218.808,	218.808,	0.0591323,	0.0136755
2.82944,	1459.63,	100.992,	-218.794,	218.794,	0.059135,	0.0136746
2.82964,	1459.65,	100.948,	-218.78,	218.78,	0.0591377,	0.0136738
2.82984,	1459.67,	100.905,	-218.766,	218.766,	0.0591405,	0.0136729
2.83004,	1459.69,	100.861,	-218.752,	218.752,	0.0591432,	0.013672
2.83024,	1459.71,	100.817,	-218.738,	218.738,	0.0591459,	0.0136711
2.83044,	1459.73,	100.773,	-218.723,	218.723,	0.0591487,	0.0136702
2.83064,	1459.75,	100.73,	-218.709,	218.709,	0.0591514,	0.0136693
2.83084,	1459.77,	100.686,	-218.695,	218.695,	0.0591541,	0.0136684
2.83104,	1459.79,	100.642,	-218.681,	218.681,	0.0591569,	0.0136676
2.83124,	1459.81,	100.598,	-218.667,	218.667,	0.0591596,	0.0136667
2.83144,	1459.83,	100.555,	-218.652,	218.652,	0.0591623,	0.0136658
2.83165,	1459.85,	100.511,	-218.638,	218.638,	0.0591651,	0.0136649
2.83185,	1459.87,	100.467,	-218.624,	218.624,	0.0591678,	0.013664
2.83205,	1459.89,	100.423,	-218.61,	218.61,	0.0591705,	0.0136631
2.83225,	1459.91,	100.38,	-218.596,	218.596,	0.0591733,	0.0136622
2.83245,	1459.93,	100.336,	-218.582,	218.582,	0.059176,	0.0136613
2.83265,	1459.95,	100.292,	-218.567,	218.567,	0.0591787,	0.0136605
2.83285,	1459.97,	100.249,	-218.553,	218.553,	0.0591815,	0.0136596
2.83305,	1459.99,	100.205,	-218.539,	218.539,	0.0591842,	0.0136587
2.83325,	1460.01,	100.161,	-218.525,	218.525,	0.0591869,	0.0136578
2.83345,	1460.03,	100.117,	-218.511,	218.511,	0.0591897,	0.0136569
2.83365,	1460.05,	100.074,	-218.497,	218.497,	0.0591924,	0.013656
