Time	LOSdot	ZEM	NC	VC
6.52105,	0.00877823,	438.527,	144.913,	3794.84
6.52125,	0.0087782,	438.477,	144.913,	3794.83
6.52145,	0.00877817,	438.427,	144.913,	3794.81
6.52165,	0.00877813,	438.377,	144.913,	3794.8
6.52185,	0.0087781,	438.327,	144.914,	3794.79
6.52205,	0.00877807,	438.277,	144.914,	3794.78
6.52225,	0.00877804,	438.228,	144.914,	3794.77
6.52245,	0.00877801,	438.178,	144.914,	3794.75
6.52265,	0.00877798,	438.128,	144.914,	3794.74
6.52285,	0.00877795,	438.078,	144.914,	3794.73
6.52305,	0.00877792,	438.028,	144.914,	3794.72
6.52325,	0.00877789,	437.978,	144.915,	3794.71
6.52345,	0.00877785,	437.928,	144.915,	3794.69
6.52365,	0.00877782,	437.879,	144.915,	3794.68
6.52385,	0.0087778,	437.829,	144.915,	3794.67
6.52405,	0.00877777,	437.779,	144.915,	3794.66
6.52425,	0.00877773,	437.729,	144.916,	3794.64
6.52445,	0.0087777,	437.679,	144.916,	3794.63
6.52465,	0.00877767,	437.629,	144.916,	3794.62
6.52485,	0.00877763,	437.579,	144.916,	3794.61
6.52504,	0.00877761,	437.53,	144.916,	3794.6
6.52524,	0.00877758,	437.48,	144.916,	3794.58
6.52544,	0.00877755,	437.43,	144.917,	3794.57
6.52564,	0.00877752,	437.38,	144.917,	3794.56
6.52584,	0.00877748,	437.331,	144.917,	3794.55
6.52604,	0.00877745,	437.281,	144.917,	3794.54
6.52624,	0.00877742,	437.231,	144.917,	3794.52
6.52644,	0.00877739,	437.181,	144.917,	3794.51
6.52664,	0.00877736,	437.132,	144.918,	3794.5
6.52684,	0.00877733,	437.082,	144.918,	3794.49
6.52704,	0.0087773,	437.032,	144.918,	3794.48
6.52724,	0.00877727,	436.982,	144.918,	3794.46
6.52744,	0.00877724,	436.932,	144.918,	3794.45
6.52764,	0.0087772,	436.883,	144.918,	3794.44
6.52784,	0.00877718,	436.833,	144.919,	3794.43
6.52804,	0.00877715,	436.783,	144.919,	3794.42
6.52824,	0.00877711,	436.733,	144.919,	3794.4
6.52844,	0.00877708,	436.684,	144.919,	3794.39
6.52864,	0.00877706,	436.634,	144.919,	3794.38
6.52884,	0.00877702,	436.584,	144.919,	3794.37
6.52904,	0.00877699,	436.535,	144.92,	3794.35
6.52924,	0.00877696,	436.485,	144.92,	3794.34
6.52944,	0.00877693,	436.435,	144.92,	3794.33
6.52964,	0.0087769,	436.385,	144.92,	3794.32
6.52984,	0.00877687,	436.336,	144.92,	3794.31
6.53004,	0.00877684,	436.286,	144.921,	3794.29
6.53024,	0.00877681,	436.237,	144.921,	3794.28
6.53044,	0.00877678,	436.186,	144.921,	3794.27
6.53064,	0.00877675,	436.137,	144.921,	3794.26
6.53084,	0.00877672,	436.087,	144.921,	3794.25
6.53104,	0.00877669,	436.038,	144.921,	3794.23
6.53124,	0.00877666,	435.988,	144.922,	3794.22
6.53144,	0.00877663,	435.938,	144.922,	3794.21
6.53164,	0.0087766,	435.889,	144.922,	3794.2
6.53184,	0.00877657,	435.839,	144.922,	3794.19
6.53204,	0.00877653,	435.789,	144.922,	3794.17
6.53224,	0.00877651,	435.74,	144.923,	3794.16
6.53244,	0.00877647,	435.69,	144.923,	3794.15
6.53264,	0.00877645,	435.64,	144.923,	3794.14
6.53284,	0.00877642,	435.591,	144.923,	3794.13
6.53304,	0.00877639,	435.541,	144.923,	3794.11
6.53324,	0.00877636,	435.492,	144.923,	3794.1
6.53344,	0.00877633,	435.442,	144.924,	3794.09
6.53364,	0.0087763,	435.392,	144.924,	3794.08
6.53384,	0.00877627,	435.342,	144.924,	3794.06
6.53404,	0.00877624,	435.293,	144.924,	3794.05
6.53424,	0.00877621,	435.243,	144.924,	3794.04
6.53444,	0.00877618,	435.194,	144.925,	3794.03
6.53464,	0.00877615,	435.144,	144.925,	3794.02
6.53483,	0.00877612,	435.095,	144.925,	3794
6.53503,	0.00877609,	435.045,	144.925,	3793.99
6.53523,	0.00877606,	434.995,	144.925,	3793.98
6.53543,	0.00877603,	434.946,	144.926,	3793.97
6.53563,	0.008776,	434.896,	144.926,	3793.96
6.53583,	0.00877597,	434.847,	144.926,	3793.94
6.53603,	0.00877594,	434.797,	144.926,	3793.93
6.53623,	0.00877592,	434.748,	144.926,	3793.92
6.53643,	0.00877588,	434.698,	144.927,	3793.91
6.53663,	0.00877585,	434.648,	144.927,	3793.9
6.53683,	0.00877582,	434.599,	144.927,	3793.88
6.53703,	0.00877579,	434.549,	144.927,	3793.87
6.53723,	0.00877574,	434.499,	144.927,	3793.86
6.53743,	0.0087757,	434.449,	144.927,	3793.85
6.53763,	0.00877565,	434.398,	144.927,	3793.84
6.53783,	0.00877561,	434.348,	144.927,	3793.82
6.53803,	0.00877556,	434.297,	144.927,	3793.81
6.53823,	0.00877551,	434.247,	144.927,	3793.8
6.53843,	0.00877546,	434.196,	144.926,	3793.79
6.53863,	0.00877542,	434.146,	144.926,	3793.77
6.53883,	0.00877537,	434.096,	144.926,	3793.76
6.53903,	0.00877532,	434.045,	144.926,	3793.75
6.53923,	0.00877527,	433.995,	144.926,	3793.74
6.53943,	0.00877523,	433.945,	144.926,	3793.73
6.53963,	0.00877518,	433.894,	144.926,	3793.71
6.53983,	0.00877513,	433.844,	144.926,	3793.7
6.54003,	0.00877509,	433.793,	144.926,	3793.69
6.54023,	0.00877504,	433.743,	144.926,	3793.68
6.54043,	0.00877499,	433.693,	144.926,	3793.67
6.54063,	0.00877494,	433.642,	144.925,	3793.65
6.54083,	0.0087749,	433.592,	144.925,	3793.64
6.54103,	0.00877485,	433.542,	144.925,	3793.63
6.54123,	0.0087748,	433.491,	144.925,	3793.62
6.54143,	0.00877476,	433.441,	144.925,	3793.61
6.54163,	0.00877471,	433.39,	144.925,	3793.59
6.54183,	0.00877466,	433.34,	144.925,	3793.58
6.54203,	0.00877461,	433.29,	144.925,	3793.57
6.54223,	0.00877457,	433.24,	144.925,	3793.56
6.54243,	0.00877452,	433.189,	144.925,	3793.55
6.54263,	0.00877448,	433.139,	144.925,	3793.53
6.54283,	0.00877443,	433.088,	144.924,	3793.52
6.54303,	0.00877438,	433.038,	144.924,	3793.51
6.54323,	0.00877434,	432.988,	144.924,	3793.5
6.54343,	0.00877429,	432.938,	144.924,	3793.49
6.54363,	0.00877424,	432.887,	144.924,	3793.47
6.54383,	0.0087742,	432.837,	144.924,	3793.46
6.54403,	0.00877415,	432.787,	144.924,	3793.45
6.54423,	0.00877411,	432.737,	144.924,	3793.44
6.54443,	0.00877405,	432.686,	144.924,	3793.42
6.54462,	0.00877401,	432.636,	144.924,	3793.41
6.54482,	0.00877396,	432.586,	144.924,	3793.4
6.54502,	0.00877392,	432.535,	144.924,	3793.39
6.54522,	0.00877387,	432.485,	144.923,	3793.38
6.54542,	0.00877383,	432.435,	144.923,	3793.36
6.54562,	0.00877378,	432.385,	144.923,	3793.35
6.54582,	0.00877373,	432.334,	144.923,	3793.34
6.54602,	0.00877368,	432.284,	144.923,	3793.33
6.54622,	0.00877364,	432.234,	144.923,	3793.32
6.54642,	0.00877359,	432.183,	144.923,	3793.3
6.54662,	0.00877355,	432.133,	144.923,	3793.29
6.54682,	0.0087735,	432.083,	144.923,	3793.28
6.54702,	0.00877345,	432.033,	144.923,	3793.27
6.54722,	0.00877341,	431.983,	144.923,	3793.26
6.54742,	0.00877336,	431.933,	144.923,	3793.24
6.54762,	0.00877331,	431.882,	144.922,	3793.23
6.54782,	0.00877327,	431.832,	144.922,	3793.22
6.54802,	0.00877322,	431.782,	144.922,	3793.21
6.54822,	0.00877317,	431.732,	144.922,	3793.19
6.54842,	0.00877313,	431.681,	144.922,	3793.18
6.54862,	0.00877309,	431.631,	144.922,	3793.17
6.54882,	0.00877304,	431.581,	144.922,	3793.16
6.54902,	0.00877299,	431.531,	144.922,	3793.15
6.54922,	0.00877295,	431.481,	144.922,	3793.13
6.54942,	0.0087729,	431.431,	144.922,	3793.12
6.54962,	0.00877285,	431.38,	144.922,	3793.11
6.54982,	0.00877281,	431.33,	144.922,	3793.1
6.55002,	0.00877276,	431.28,	144.922,	3793.09
6.55022,	0.00877272,	431.23,	144.922,	3793.07
6.55042,	0.00877267,	431.18,	144.922,	3793.06
6.55062,	0.00877262,	431.13,	144.921,	3793.05
6.55082,	0.00877258,	431.079,	144.921,	3793.04
6.55102,	0.00877253,	431.029,	144.921,	3793.03
6.55122,	0.00877249,	430.979,	144.921,	3793.01
6.55142,	0.00877244,	430.929,	144.921,	3793
6.55162,	0.0087724,	430.879,	144.921,	3792.99
6.55182,	0.00877235,	430.829,	144.921,	3792.98
6.55202,	0.00877231,	430.779,	144.921,	3792.96
6.55222,	0.00877226,	430.729,	144.921,	3792.95
6.55242,	0.00877222,	430.679,	144.921,	3792.94
6.55262,	0.00877217,	430.628,	144.921,	3792.93
6.55282,	0.00877212,	430.578,	144.921,	3792.92
6.55302,	0.00877208,	430.528,	144.921,	3792.9
6.55322,	0.00877203,	430.478,	144.921,	3792.89
6.55342,	0.00877199,	430.428,	144.921,	3792.88
6.55362,	0.00877194,	430.378,	144.921,	3792.87
6.55382,	0.0087719,	430.328,	144.92,	3792.86
6.55402,	0.00877185,	430.278,	144.92,	3792.84
6.55421,	0.0087718,	430.228,	144.92,	3792.83
6.55441,	0.00877176,	430.178,	144.92,	3792.82
6.55461,	0.00877171,	430.128,	144.92,	3792.81
6.55481,	0.00877167,	430.078,	144.92,	3792.8
6.55501,	0.00877162,	430.028,	144.92,	3792.78
6.55521,	0.00877158,	429.978,	144.92,	3792.77
6.55541,	0.00877153,	429.928,	144.92,	3792.76
6.55561,	0.00877149,	429.878,	144.92,	3792.75
6.55581,	0.00877144,	429.827,	144.92,	3792.73
6.55601,	0.0087714,	429.777,	144.92,	3792.72
6.55621,	0.00877135,	429.727,	144.92,	3792.71
6.55641,	0.00877131,	429.677,	144.92,	3792.7
6.55661,	0.00877126,	429.627,	144.92,	3792.69
6.55681,	0.00877122,	429.577,	144.92,	3792.67
6.55701,	0.00877118,	429.528,	144.92,	3792.66
6.55721,	0.00877113,	429.478,	144.92,	3792.65
6.55741,	0.00877108,	429.427,	144.919,	3792.64
6.55761,	0.00877104,	429.377,	144.919,	3792.63
6.55781,	0.00877099,	429.327,	144.919,	3792.61
6.55801,	0.00877095,	429.277,	144.919,	3792.6
6.55821,	0.0087709,	429.227,	144.919,	3792.59
6.55841,	0.00877086,	429.177,	144.919,	3792.58
6.55861,	0.00877082,	429.128,	144.919,	3792.57
6.55881,	0.00877077,	429.078,	144.919,	3792.55
6.55901,	0.00877073,	429.028,	144.919,	3792.54
6.55921,	0.00877068,	428.978,	144.919,	3792.53
6.55941,	0.00877063,	428.928,	144.919,	3792.52
6.55961,	0.00877059,	428.878,	144.919,	3792.5
6.55981,	0.00877054,	428.828,	144.919,	3792.49
6.56001,	0.0087705,	428.778,	144.919,	3792.48
6.56021,	0.00877046,	428.728,	144.919,	3792.47
6.56041,	0.00877041,	428.678,	144.919,	3792.46
6.56061,	0.00877037,	428.628,	144.919,	3792.44
6.56081,	0.00877032,	428.578,	144.919,	3792.43
6.56101,	0.00877028,	428.528,	144.919,	3792.42
6.56121,	0.00877023,	428.478,	144.919,	3792.41
6.56141,	0.00877019,	428.428,	144.919,	3792.4
6.56161,	0.00877015,	428.379,	144.919,	3792.38
6.56181,	0.0087701,	428.329,	144.918,	3792.37
6.56201,	0.00877006,	428.279,	144.918,	3792.36
6.56221,	0.00877001,	428.229,	144.918,	3792.35
6.56241,	0.00876997,	428.179,	144.918,	3792.34
6.56261,	0.00876992,	428.129,	144.918,	3792.32
6.56281,	0.00876988,	428.079,	144.918,	3792.31
6.56301,	0.00876983,	428.029,	144.918,	3792.3
6.56321,	0.00876979,	427.979,	144.918,	3792.29
6.56341,	0.00876975,	427.93,	144.918,	3792.27
6.56361,	0.0087697,	427.88,	144.918,	3792.26
6.56381,	0.00876966,	427.83,	144.918,	3792.25
6.564,	0.00876962,	427.78,	144.918,	3792.24
6.5642,	0.00876957,	427.73,	144.918,	3792.23
6.5644,	0.00876953,	427.68,	144.918,	3792.21
6.5646,	0.00876948,	427.63,	144.918,	3792.2
6.5648,	0.00876944,	427.581,	144.918,	3792.19
6.565,	0.00876939,	427.531,	144.918,	3792.18
6.5652,	0.00876935,	427.481,	144.918,	3792.17
6.5654,	0.00876931,	427.431,	144.918,	3792.15
6.5656,	0.00876926,	427.382,	144.918,	3792.14
6.5658,	0.00876922,	427.332,	144.918,	3792.13
6.566,	0.00876917,	427.282,	144.918,	3792.12
6.5662,	0.00876913,	427.232,	144.918,	3792.1
6.5664,	0.00876909,	427.182,	144.918,	3792.09
6.5666,	0.00876904,	427.132,	144.918,	3792.08
6.5668,	0.008769,	427.083,	144.918,	3792.07
6.567,	0.00876896,	427.033,	144.918,	3792.05
6.5672,	0.00876891,	426.983,	144.917,	3792.04
6.5674,	0.00876886,	426.933,	144.917,	3792.03
6.5676,	0.00876881,	426.883,	144.917,	3792.02
6.5678,	0.00876877,	426.833,	144.917,	3792.01
6.568,	0.00876873,	426.784,	144.917,	3791.99
6.5682,	0.00876869,	426.734,	144.917,	3791.98
6.5684,	0.00876864,	426.684,	144.917,	3791.97
6.5686,	0.0087686,	426.634,	144.917,	3791.96
6.5688,	0.00876856,	426.585,	144.917,	3791.94
6.569,	0.00876851,	426.535,	144.917,	3791.93
6.5692,	0.00876847,	426.485,	144.917,	3791.92
6.5694,	0.00876842,	426.435,	144.917,	3791.91
6.5696,	0.00876838,	426.385,	144.917,	3791.89
6.5698,	0.00876833,	426.336,	144.917,	3791.88
6.57,	0.00876829,	426.286,	144.917,	3791.87
6.5702,	0.00876824,	426.236,	144.917,	3791.86
6.5704,	0.0087682,	426.186,	144.917,	3791.84
6.5706,	0.00876816,	426.137,	144.917,	3791.83
6.5708,	0.00876812,	426.087,	144.917,	3791.82
6.571,	0.00876805,	426.037,	144.917,	3791.81
6.5712,	0.00876799,	425.986,	144.916,	3791.8
6.5714,	0.00876793,	425.935,	144.916,	3791.78
6.5716,	0.00876786,	425.884,	144.915,	3791.77
6.5718,	0.0087678,	425.834,	144.915,	3791.76
6.572,	0.00876774,	425.783,	144.915,	3791.75
6.5722,	0.00876768,	425.733,	144.915,	3791.73
6.5724,	0.00876762,	425.682,	144.914,	3791.72
6.5726,	0.00876756,	425.632,	144.914,	3791.71
6.5728,	0.00876749,	425.581,	144.914,	3791.7
6.573,	0.00876743,	425.53,	144.913,	3791.68
6.5732,	0.00876737,	425.48,	144.913,	3791.67
6.5734,	0.00876731,	425.429,	144.913,	3791.66
6.5736,	0.00876724,	425.379,	144.912,	3791.65
6.57379,	0.00876718,	425.328,	144.912,	3791.63
6.57399,	0.00876714,	425.278,	144.912,	3791.62
6.57419,	0.0087671,	425.229,	144.912,	3791.61
6.57439,	0.00876705,	425.179,	144.912,	3791.6
6.57459,	0.00876701,	425.129,	144.912,	3791.58
6.57479,	0.00876697,	425.08,	144.912,	3791.57
6.57499,	0.00876692,	425.03,	144.912,	3791.56
6.57519,	0.00876688,	424.98,	144.912,	3791.55
6.57539,	0.00876683,	424.931,	144.912,	3791.54
6.57559,	0.00876679,	424.881,	144.912,	3791.52
6.57579,	0.00876675,	424.832,	144.912,	3791.51
6.57599,	0.00876671,	424.782,	144.912,	3791.5
6.57619,	0.00876666,	424.733,	144.912,	3791.49
6.57639,	0.00876662,	424.683,	144.912,	3791.47
6.57659,	0.00876658,	424.633,	144.912,	3791.46
6.57679,	0.00876653,	424.584,	144.912,	3791.45
6.57699,	0.00876649,	424.534,	144.912,	3791.44
6.57719,	0.00876645,	424.484,	144.912,	3791.42
6.57739,	0.00876641,	424.435,	144.912,	3791.41
6.57759,	0.00876636,	424.385,	144.912,	3791.4
6.57779,	0.00876632,	424.336,	144.912,	3791.39
6.57799,	0.00876628,	424.286,	144.912,	3791.37
6.57819,	0.00876623,	424.237,	144.912,	3791.36
6.57839,	0.00876619,	424.187,	144.912,	3791.35
6.57859,	0.00876614,	424.137,	144.912,	3791.34
6.57879,	0.0087661,	424.088,	144.912,	3791.32
6.57899,	0.00876606,	424.038,	144.912,	3791.31
6.57919,	0.00876602,	423.989,	144.912,	3791.3
6.57939,	0.00876598,	423.939,	144.912,	3791.29
6.57959,	0.00876593,	423.89,	144.912,	3791.28
6.57979,	0.00876589,	423.84,	144.912,	3791.26
6.57999,	0.00876584,	423.79,	144.911,	3791.25
6.58019,	0.0087658,	423.741,	144.912,	3791.24
6.58039,	0.00876576,	423.692,	144.912,	3791.23
6.58059,	0.00876572,	423.642,	144.911,	3791.21
6.58079,	0.00876568,	423.593,	144.912,	3791.2
6.58099,	0.00876564,	423.543,	144.912,	3791.19
6.58119,	0.00876559,	423.494,	144.911,	3791.18
6.58139,	0.00876555,	423.444,	144.912,	3791.16
6.58159,	0.00876551,	423.395,	144.912,	3791.15
6.58179,	0.00876546,	423.345,	144.911,	3791.14
6.58199,	0.00876542,	423.296,	144.911,	3791.13
6.58219,	0.00876538,	423.246,	144.912,	3791.11
6.58239,	0.00876534,	423.197,	144.911,	3791.1
6.58259,	0.00876529,	423.147,	144.911,	3791.09
6.58279,	0.00876525,	423.098,	144.912,	3791.08
6.58299,	0.00876521,	423.048,	144.911,	3791.06
6.58319,	0.00876517,	422.999,	144.912,	3791.05
6.58338,	0.00876513,	422.949,	144.912,	3791.04
6.58358,	0.00876508,	422.9,	144.912,	3791.03
6.58378,	0.00876504,	422.85,	144.912,	3791.02
6.58398,	0.008765,	422.801,	144.912,	3791
6.58418,	0.00876495,	422.751,	144.911,	3790.99
6.58438,	0.00876492,	422.702,	144.912,	3790.98
6.58458,	0.00876487,	422.653,	144.912,	3790.97
6.58478,	0.00876483,	422.603,	144.912,	3790.95
6.58498,	0.00876479,	422.554,	144.912,	3790.94
6.58518,	0.00876475,	422.504,	144.912,	3790.93
6.58538,	0.00876471,	422.455,	144.912,	3790.92
6.58558,	0.00876466,	422.405,	144.912,	3790.9
6.58578,	0.00876462,	422.356,	144.912,	3790.89
6.58598,	0.00876458,	422.307,	144.912,	3790.88
6.58618,	0.00876454,	422.257,	144.912,	3790.87
6.58638,	0.0087645,	422.208,	144.912,	3790.85
6.58658,	0.00876445,	422.159,	144.912,	3790.84
6.58678,	0.00876441,	422.109,	144.912,	3790.83
6.58698,	0.00876437,	422.06,	144.912,	3790.82
6.58718,	0.00876433,	422.011,	144.912,	3790.8
6.58738,	0.00876429,	421.961,	144.912,	3790.79
6.58758,	0.00876424,	421.912,	144.912,	3790.78
6.58778,	0.0087642,	421.862,	144.912,	3790.77
6.58798,	0.00876416,	421.813,	144.912,	3790.76
6.58818,	0.00876412,	421.764,	144.912,	3790.74
6.58838,	0.00876408,	421.715,	144.912,	3790.73
6.58858,	0.00876404,	421.665,	144.912,	3790.72
6.58878,	0.008764,	421.616,	144.912,	3790.71
6.58898,	0.00876396,	421.566,	144.912,	3790.69
6.58918,	0.00876391,	421.517,	144.912,	3790.68
6.58938,	0.00876387,	421.468,	144.912,	3790.67
6.58958,	0.00876383,	421.418,	144.912,	3790.66
6.58978,	0.00876379,	421.369,	144.912,	3790.64
6.58998,	0.00876375,	421.32,	144.912,	3790.63
6.59018,	0.0087637,	421.27,	144.912,	3790.62
6.59038,	0.00876367,	421.221,	144.912,	3790.61
6.59058,	0.00876362,	421.172,	144.912,	3790.59
6.59078,	0.00876358,	421.123,	144.912,	3790.58
6.59098,	0.00876354,	421.073,	144.912,	3790.57
6.59118,	0.0087635,	421.024,	144.912,	3790.56
6.59138,	0.00876345,	420.975,	144.912,	3790.54
6.59158,	0.00876342,	420.926,	144.912,	3790.53
6.59178,	0.00876337,	420.876,	144.912,	3790.52
6.59198,	0.00876334,	420.827,	144.912,	3790.51
6.59218,	0.00876329,	420.778,	144.912,	3790.49
6.59238,	0.00876326,	420.729,	144.912,	3790.48
6.59258,	0.00876321,	420.679,	144.912,	3790.47
6.59278,	0.00876317,	420.63,	144.912,	3790.46
6.59298,	0.00876313,	420.581,	144.912,	3790.45
6.59317,	0.00876309,	420.531,	144.912,	3790.43
6.59337,	0.00876305,	420.482,	144.912,	3790.42
6.59357,	0.00876301,	420.433,	144.912,	3790.41
6.59377,	0.00876297,	420.384,	144.912,	3790.4
6.59397,	0.00876293,	420.335,	144.912,	3790.38
6.59417,	0.00876289,	420.285,	144.912,	3790.37
6.59437,	0.00876285,	420.236,	144.913,	3790.36
6.59457,	0.00876281,	420.187,	144.913,	3790.35
6.59477,	0.00876276,	420.138,	144.913,	3790.33
6.59497,	0.00876272,	420.089,	144.913,	3790.32
6.59517,	0.00876268,	420.039,	144.913,	3790.31
6.59537,	0.00876264,	419.99,	144.913,	3790.3
6.59557,	0.0087626,	419.941,	144.913,	3790.28
6.59577,	0.00876256,	419.892,	144.913,	3790.27
6.59597,	0.00876252,	419.843,	144.913,	3790.26
6.59617,	0.00876248,	419.793,	144.913,	3790.25
6.59637,	0.00876244,	419.744,	144.913,	3790.23
6.59657,	0.0087624,	419.695,	144.913,	3790.22
6.59677,	0.00876236,	419.646,	144.913,	3790.21
6.59697,	0.00876232,	419.597,	144.913,	3790.2
6.59717,	0.00876227,	419.548,	144.913,	3790.18
6.59737,	0.00876223,	419.498,	144.913,	3790.17
6.59757,	0.0087622,	419.449,	144.913,	3790.16
6.59777,	0.00876215,	419.4,	144.913,	3790.15
6.59797,	0.00876212,	419.351,	144.913,	3790.13
6.59817,	0.00876208,	419.302,	144.913,	3790.12
6.59837,	0.00876204,	419.253,	144.913,	3790.11
6.59857,	0.008762,	419.204,	144.913,	3790.1
6.59877,	0.00876195,	419.154,	144.913,	3790.09
6.59897,	0.00876191,	419.105,	144.913,	3790.07
6.59917,	0.00876188,	419.056,	144.913,	3790.06
6.59937,	0.00876183,	419.007,	144.913,	3790.05
6.59957,	0.00876179,	418.958,	144.913,	3790.04
6.59977,	0.00876176,	418.909,	144.914,	3790.02
6.59997,	0.00876172,	418.86,	144.914,	3790.01
6.60017,	0.00876167,	418.811,	144.914,	3790
6.60037,	0.00876164,	418.762,	144.914,	3789.99
6.60057,	0.0087616,	418.713,	144.914,	3789.97
6.60077,	0.00876155,	418.663,	144.914,	3789.96
6.60097,	0.00876151,	418.615,	144.914,	3789.95
6.60117,	0.00876147,	418.565,	144.914,	3789.94
6.60137,	0.00876143,	418.516,	144.914,	3789.92
6.60157,	0.0087614,	418.467,	144.914,	3789.91
6.60177,	0.00876136,	418.418,	144.914,	3789.9
6.60197,	0.00876132,	418.369,	144.914,	3789.89
6.60217,	0.00876128,	418.32,	144.914,	3789.87
6.60237,	0.00876124,	418.271,	144.914,	3789.86
6.60257,	0.0087612,	418.222,	144.914,	3789.85
6.60277,	0.00876115,	418.173,	144.914,	3789.84
6.60296,	0.00876112,	418.124,	144.914,	3789.82
6.60316,	0.00876108,	418.075,	144.914,	3789.81
6.60336,	0.00876104,	418.026,	144.915,	3789.8
6.60356,	0.008761,	417.977,	144.915,	3789.79
6.60376,	0.00876096,	417.928,	144.915,	3789.77
6.60396,	0.00876092,	417.879,	144.915,	3789.76
6.60416,	0.00876088,	417.83,	144.915,	3789.75
6.60436,	0.00876085,	417.781,	144.915,	3789.74
6.60456,	0.00876079,	417.731,	144.915,	3789.73
6.60476,	0.00876072,	417.681,	144.914,	3789.71
6.60496,	0.00876067,	417.631,	144.914,	3789.7
6.60516,	0.00876061,	417.581,	144.914,	3789.69
6.60536,	0.00876055,	417.532,	144.914,	3789.68
6.60556,	0.00876049,	417.482,	144.913,	3789.66
6.60576,	0.00876044,	417.432,	144.913,	3789.65
6.60596,	0.00876038,	417.382,	144.913,	3789.64
6.60616,	0.00876032,	417.332,	144.913,	3789.63
6.60636,	0.00876027,	417.283,	144.912,	3789.61
6.60656,	0.00876021,	417.233,	144.912,	3789.6
6.60676,	0.00876014,	417.183,	144.912,	3789.59
6.60696,	0.00876009,	417.133,	144.912,	3789.58
6.60716,	0.00876004,	417.084,	144.911,	3789.56
6.60736,	0.00875999,	417.034,	144.911,	3789.55
6.60756,	0.00875993,	416.984,	144.911,	3789.54
6.60776,	0.00875988,	416.935,	144.911,	3789.53
6.60796,	0.00875983,	416.885,	144.911,	3789.51
6.60816,	0.00875978,	416.836,	144.911,	3789.5
6.60836,	0.00875972,	416.786,	144.91,	3789.49
6.60856,	0.00875967,	416.736,	144.91,	3789.48
6.60876,	0.00875961,	416.687,	144.91,	3789.46
6.60896,	0.00875956,	416.637,	144.91,	3789.45
6.60916,	0.0087595,	416.588,	144.91,	3789.44
6.60936,	0.00875946,	416.538,	144.91,	3789.43
6.60956,	0.0087594,	416.489,	144.909,	3789.41
6.60976,	0.00875935,	416.439,	144.909,	3789.4
6.60996,	0.0087593,	416.389,	144.909,	3789.39
6.61016,	0.00875924,	416.34,	144.909,	3789.38
6.61036,	0.00875919,	416.29,	144.909,	3789.37
6.61056,	0.00875914,	416.241,	144.909,	3789.35
6.61076,	0.00875909,	416.191,	144.909,	3789.34
6.61096,	0.00875903,	416.142,	144.908,	3789.33
6.61116,	0.00875898,	416.092,	144.908,	3789.32
6.61136,	0.00875892,	416.043,	144.908,	3789.3
6.61156,	0.00875887,	415.993,	144.908,	3789.29
6.61176,	0.00875882,	415.944,	144.908,	3789.28
6.61196,	0.00875877,	415.894,	144.907,	3789.27
6.61216,	0.00875871,	415.845,	144.907,	3789.25
6.61236,	0.00875866,	415.795,	144.907,	3789.24
6.61256,	0.00875861,	415.746,	144.907,	3789.23
6.61275,	0.00875856,	415.696,	144.907,	3789.22
6.61295,	0.0087585,	415.647,	144.907,	3789.2
6.61315,	0.00875845,	415.597,	144.907,	3789.19
6.61335,	0.0087584,	415.548,	144.906,	3789.18
6.61355,	0.00875834,	415.498,	144.906,	3789.17
6.61375,	0.00875829,	415.449,	144.906,	3789.15
6.61395,	0.00875824,	415.399,	144.906,	3789.14
6.61415,	0.00875819,	415.35,	144.906,	3789.13
6.61435,	0.00875813,	415.3,	144.906,	3789.12
6.61455,	0.00875808,	415.251,	144.905,	3789.1
6.61475,	0.00875803,	415.202,	144.905,	3789.09
6.61495,	0.00875798,	415.152,	144.905,	3789.08
6.61515,	0.00875793,	415.103,	144.905,	3789.07
6.61535,	0.00875787,	415.053,	144.905,	3789.05
6.61555,	0.00875782,	415.004,	144.905,	3789.04
6.61575,	0.00875777,	414.954,	144.905,	3789.03
6.61595,	0.00875772,	414.905,	144.904,	3789.02
6.61615,	0.00875766,	414.855,	144.904,	3789
6.61635,	0.00875761,	414.806,	144.904,	3788.99
6.61655,	0.00875756,	414.757,	144.904,	3788.98
6.61675,	0.00875751,	414.707,	144.904,	3788.97
6.61695,	0.00875746,	414.658,	144.904,	3788.96
6.61715,	0.0087574,	414.608,	144.903,	3788.94
6.61735,	0.00875735,	414.559,	144.903,	3788.93
6.61755,	0.0087573,	414.51,	144.903,	3788.92
6.61775,	0.00875724,	414.46,	144.903,	3788.91
6.61795,	0.00875719,	414.411,	144.903,	3788.89
6.61815,	0.00875714,	414.361,	144.903,	3788.88
6.61835,	0.00875709,	414.312,	144.903,	3788.87
6.61855,	0.00875704,	414.263,	144.902,	3788.86
6.61875,	0.00875699,	414.213,	144.902,	3788.84
6.61895,	0.00875694,	414.164,	144.902,	3788.83
6.61915,	0.00875688,	414.115,	144.902,	3788.82
6.61935,	0.00875683,	414.065,	144.902,	3788.81
6.61955,	0.00875678,	414.016,	144.902,	3788.79
6.61975,	0.00875673,	413.967,	144.902,	3788.78
6.61995,	0.00875668,	413.917,	144.901,	3788.77
6.62015,	0.00875662,	413.868,	144.901,	3788.76
6.62035,	0.00875657,	413.819,	144.901,	3788.74
6.62055,	0.00875652,	413.769,	144.901,	3788.73
6.62075,	0.00875647,	413.72,	144.901,	3788.72
