Time	MissNT3	MissNT4	MissNT5	MissVM3	MissVM4	MissVM5
6.55842,	2.94618,	-3.49459,	0.624963,	-22.1986,	15.6846,	237.869
6.55862,	2.94577,	-3.4943,	0.625127,	-22.1959,	15.6843,	237.849
6.55882,	2.94537,	-3.49401,	0.625292,	-22.1931,	15.6839,	237.829
6.55902,	2.94496,	-3.49372,	0.625455,	-22.1903,	15.6836,	237.809
6.55922,	2.94455,	-3.49343,	0.62562,	-22.1875,	15.6832,	237.789
6.55942,	2.94414,	-3.49314,	0.625784,	-22.1847,	15.6829,	237.769
6.55962,	2.94373,	-3.49285,	0.625947,	-22.1819,	15.6825,	237.749
6.55982,	2.94332,	-3.49256,	0.626112,	-22.1791,	15.6822,	237.729
6.56002,	2.94291,	-3.49227,	0.626276,	-22.1764,	15.6818,	237.709
6.56022,	2.9425,	-3.49199,	0.626439,	-22.1736,	15.6815,	237.689
6.56042,	2.94209,	-3.4917,	0.626603,	-22.1708,	15.6811,	237.669
6.56062,	2.94169,	-3.49141,	0.626768,	-22.168,	15.6808,	237.649
6.56082,	2.94128,	-3.49112,	0.62693,	-22.1652,	15.6804,	237.629
6.56102,	2.94087,	-3.49083,	0.627095,	-22.1624,	15.6801,	237.61
6.56122,	2.94046,	-3.49054,	0.627259,	-22.1597,	15.6797,	237.59
6.56142,	2.94005,	-3.49025,	0.627421,	-22.1569,	15.6794,	237.57
6.56162,	2.93964,	-3.48996,	0.627585,	-22.1541,	15.679,	237.55
6.56182,	2.93924,	-3.48967,	0.62775,	-22.1513,	15.6787,	237.53
6.56202,	2.93883,	-3.48938,	0.627912,	-22.1485,	15.6783,	237.51
6.56222,	2.93842,	-3.4891,	0.628076,	-22.1458,	15.678,	237.49
6.56242,	2.93801,	-3.48881,	0.62824,	-22.143,	15.6776,	237.47
6.56262,	2.9376,	-3.48852,	0.628402,	-22.1402,	15.6773,	237.45
6.56282,	2.93719,	-3.48823,	0.628566,	-22.1374,	15.6769,	237.43
6.56302,	2.93679,	-3.48794,	0.62873,	-22.1346,	15.6766,	237.41
6.56322,	2.93638,	-3.48765,	0.628892,	-22.1319,	15.6762,	237.39
6.56342,	2.93597,	-3.48736,	0.629056,	-22.1291,	15.6759,	237.37
6.56362,	2.93556,	-3.48707,	0.62922,	-22.1263,	15.6755,	237.35
6.56382,	2.93516,	-3.48678,	0.629382,	-22.1235,	15.6751,	237.33
6.56401,	2.93475,	-3.48649,	0.629546,	-22.1207,	15.6748,	237.31
6.56421,	2.93434,	-3.48621,	0.629709,	-22.118,	15.6744,	237.29
6.56441,	2.93393,	-3.48592,	0.629871,	-22.1152,	15.6741,	237.27
6.56461,	2.93352,	-3.48563,	0.630035,	-22.1124,	15.6737,	237.25
6.56481,	2.93312,	-3.48534,	0.630198,	-22.1096,	15.6734,	237.23
6.56501,	2.93271,	-3.48505,	0.63036,	-22.1069,	15.673,	237.21
6.56521,	2.9323,	-3.48476,	0.630524,	-22.1041,	15.6727,	237.19
6.56541,	2.9319,	-3.48447,	0.630687,	-22.1013,	15.6723,	237.171
6.56561,	2.93149,	-3.48418,	0.630849,	-22.0985,	15.672,	237.151
6.56581,	2.93108,	-3.4839,	0.631012,	-22.0958,	15.6716,	237.131
6.56601,	2.93067,	-3.48361,	0.631175,	-22.093,	15.6712,	237.111
6.56621,	2.93027,	-3.48332,	0.631337,	-22.0902,	15.6709,	237.091
6.56641,	2.92986,	-3.48303,	0.6315,	-22.0874,	15.6705,	237.071
6.56661,	2.92945,	-3.48274,	0.631663,	-22.0847,	15.6702,	237.051
6.56681,	2.92905,	-3.48245,	0.631825,	-22.0819,	15.6698,	237.031
6.56701,	2.92864,	-3.48216,	0.631988,	-22.0791,	15.6695,	237.011
6.56721,	2.92823,	-3.48187,	0.632151,	-22.0763,	15.6691,	236.991
6.56741,	2.92782,	-3.48159,	0.632312,	-22.0736,	15.6687,	236.971
6.56761,	2.92742,	-3.4813,	0.632475,	-22.0708,	15.6684,	236.951
6.56781,	2.92701,	-3.48101,	0.632638,	-22.068,	15.668,	236.931
6.56801,	2.9266,	-3.48072,	0.6328,	-22.0652,	15.6677,	236.911
6.56821,	2.9262,	-3.48043,	0.632962,	-22.0625,	15.6673,	236.891
6.56841,	2.92579,	-3.48014,	0.633125,	-22.0597,	15.667,	236.871
6.56861,	2.92538,	-3.47985,	0.633286,	-22.0569,	15.6666,	236.851
6.56881,	2.92498,	-3.47956,	0.633449,	-22.0542,	15.6662,	236.832
6.56901,	2.92457,	-3.47927,	0.633612,	-22.0514,	15.6659,	236.812
6.56921,	2.92417,	-3.47899,	0.633773,	-22.0486,	15.6655,	236.792
6.56941,	2.92376,	-3.4787,	0.633935,	-22.0458,	15.6652,	236.772
6.56961,	2.92335,	-3.47841,	0.634098,	-22.0431,	15.6648,	236.752
6.56981,	2.92295,	-3.47812,	0.634259,	-22.0403,	15.6644,	236.732
6.57001,	2.92254,	-3.47783,	0.634421,	-22.0375,	15.6641,	236.712
6.57021,	2.92213,	-3.47754,	0.634584,	-22.0348,	15.6637,	236.692
6.57041,	2.92173,	-3.47725,	0.634745,	-22.032,	15.6634,	236.672
6.57061,	2.92132,	-3.47696,	0.634907,	-22.0292,	15.663,	236.652
6.57081,	2.92092,	-3.47668,	0.635069,	-22.0265,	15.6626,	236.632
6.57101,	2.92051,	-3.47639,	0.63523,	-22.0237,	15.6623,	236.612
6.57121,	2.9201,	-3.4761,	0.635392,	-22.0209,	15.6619,	236.592
6.57141,	2.9197,	-3.47581,	0.635554,	-22.0182,	15.6616,	236.572
6.57161,	2.91929,	-3.47552,	0.635715,	-22.0154,	15.6612,	236.553
6.57181,	2.91889,	-3.47523,	0.635877,	-22.0126,	15.6608,	236.533
6.57201,	2.91848,	-3.47494,	0.636039,	-22.0099,	15.6605,	236.513
6.57221,	2.91808,	-3.47466,	0.6362,	-22.0071,	15.6601,	236.493
6.57241,	2.91767,	-3.47437,	0.636362,	-22.0043,	15.6597,	236.473
6.57261,	2.91726,	-3.47408,	0.636524,	-22.0016,	15.6594,	236.453
6.57281,	2.91686,	-3.47379,	0.636684,	-21.9988,	15.659,	236.433
6.57301,	2.91645,	-3.4735,	0.636846,	-21.996,	15.6587,	236.413
6.57321,	2.91605,	-3.47321,	0.637008,	-21.9933,	15.6583,	236.393
6.57341,	2.91564,	-3.47292,	0.637168,	-21.9905,	15.6579,	236.373
6.57361,	2.91524,	-3.47264,	0.63733,	-21.9877,	15.6576,	236.353
6.5738,	2.91483,	-3.47235,	0.637492,	-21.985,	15.6572,	236.333
6.574,	2.91443,	-3.47206,	0.637652,	-21.9822,	15.6568,	236.314
6.5742,	2.91402,	-3.47177,	0.637813,	-21.9794,	15.6565,	236.294
6.5744,	2.91362,	-3.47148,	0.637975,	-21.9767,	15.6561,	236.274
6.5746,	2.91321,	-3.47119,	0.638135,	-21.9739,	15.6557,	236.254
6.5748,	2.91281,	-3.4709,	0.638297,	-21.9712,	15.6554,	236.234
6.575,	2.9124,	-3.47062,	0.638458,	-21.9684,	15.655,	236.214
6.5752,	2.912,	-3.47033,	0.638618,	-21.9656,	15.6546,	236.194
6.5754,	2.91159,	-3.47004,	0.63878,	-21.9629,	15.6543,	236.174
6.5756,	2.91119,	-3.46975,	0.638941,	-21.9601,	15.6539,	236.154
6.5758,	2.91078,	-3.46946,	0.639101,	-21.9573,	15.6535,	236.134
6.576,	2.91038,	-3.46917,	0.639262,	-21.9546,	15.6532,	236.114
6.5762,	2.90997,	-3.46888,	0.639423,	-21.9518,	15.6528,	236.095
6.5764,	2.90957,	-3.4686,	0.639583,	-21.9491,	15.6524,	236.075
6.5766,	2.90916,	-3.46831,	0.639744,	-21.9463,	15.6521,	236.055
6.5768,	2.90876,	-3.46802,	0.639905,	-21.9435,	15.6517,	236.035
6.577,	2.90836,	-3.46773,	0.640065,	-21.9408,	15.6513,	236.015
6.5772,	2.90795,	-3.46744,	0.640226,	-21.938,	15.651,	235.995
6.5774,	2.90755,	-3.46715,	0.640387,	-21.9353,	15.6506,	235.975
6.5776,	2.90714,	-3.46687,	0.640546,	-21.9325,	15.6502,	235.955
6.5778,	2.90674,	-3.46658,	0.640707,	-21.9297,	15.6499,	235.935
6.578,	2.90633,	-3.46629,	0.640868,	-21.927,	15.6495,	235.915
6.5782,	2.90593,	-3.466,	0.641028,	-21.9242,	15.6491,	235.895
6.5784,	2.90553,	-3.46571,	0.641189,	-21.9215,	15.6488,	235.876
6.5786,	2.90512,	-3.46542,	0.641349,	-21.9187,	15.6484,	235.856
6.5788,	2.90472,	-3.46514,	0.641509,	-21.916,	15.648,	235.836
6.579,	2.90431,	-3.46485,	0.641669,	-21.9132,	15.6477,	235.816
6.5792,	2.90391,	-3.46456,	0.64183,	-21.9104,	15.6473,	235.796
6.5794,	2.90351,	-3.46427,	0.641989,	-21.9077,	15.6469,	235.776
6.5796,	2.9031,	-3.46398,	0.64215,	-21.9049,	15.6465,	235.756
6.5798,	2.9027,	-3.46369,	0.64231,	-21.9022,	15.6462,	235.736
6.58,	2.9023,	-3.46341,	0.642469,	-21.8994,	15.6458,	235.716
6.5802,	2.90189,	-3.46312,	0.64263,	-21.8967,	15.6454,	235.697
6.5804,	2.90149,	-3.46283,	0.64279,	-21.8939,	15.6451,	235.677
6.5806,	2.90109,	-3.46254,	0.642949,	-21.8912,	15.6447,	235.657
6.5808,	2.90068,	-3.46225,	0.643109,	-21.8884,	15.6443,	235.637
6.581,	2.90028,	-3.46196,	0.64327,	-21.8857,	15.6439,	235.617
6.5812,	2.89988,	-3.46168,	0.643429,	-21.8829,	15.6436,	235.597
6.5814,	2.89947,	-3.46139,	0.643589,	-21.8801,	15.6432,	235.577
6.5816,	2.89907,	-3.4611,	0.643749,	-21.8774,	15.6428,	235.557
6.5818,	2.89867,	-3.46081,	0.643908,	-21.8746,	15.6425,	235.537
6.582,	2.89826,	-3.46052,	0.644068,	-21.8719,	15.6421,	235.518
6.5822,	2.89786,	-3.46023,	0.644228,	-21.8691,	15.6417,	235.498
6.5824,	2.89746,	-3.45995,	0.644386,	-21.8664,	15.6413,	235.478
6.5826,	2.89705,	-3.45966,	0.644546,	-21.8636,	15.641,	235.458
6.5828,	2.89665,	-3.45937,	0.644706,	-21.8609,	15.6406,	235.438
6.583,	2.89625,	-3.45908,	0.644865,	-21.8581,	15.6402,	235.418
6.5832,	2.89584,	-3.45879,	0.645025,	-21.8554,	15.6398,	235.398
6.5834,	2.89544,	-3.4585,	0.645184,	-21.8526,	15.6395,	235.378
6.58359,	2.89504,	-3.45822,	0.645343,	-21.8499,	15.6391,	235.359
6.58379,	2.89464,	-3.45793,	0.645503,	-21.8471,	15.6387,	235.339
6.58399,	2.89423,	-3.45764,	0.645662,	-21.8444,	15.6383,	235.319
6.58419,	2.89383,	-3.45735,	0.645821,	-21.8416,	15.638,	235.299
6.58439,	2.89343,	-3.45706,	0.64598,	-21.8389,	15.6376,	235.279
6.58459,	2.89303,	-3.45677,	0.64614,	-21.8361,	15.6372,	235.259
6.58479,	2.89262,	-3.45649,	0.646298,	-21.8334,	15.6368,	235.239
6.58499,	2.89222,	-3.4562,	0.646457,	-21.8306,	15.6365,	235.219
6.58519,	2.89182,	-3.45591,	0.646617,	-21.8279,	15.6361,	235.2
6.58539,	2.89142,	-3.45562,	0.646775,	-21.8251,	15.6357,	235.18
6.58559,	2.89101,	-3.45533,	0.646934,	-21.8224,	15.6353,	235.16
6.58579,	2.89061,	-3.45504,	0.647094,	-21.8196,	15.635,	235.14
6.58599,	2.89021,	-3.45476,	0.647252,	-21.8169,	15.6346,	235.12
6.58619,	2.88981,	-3.45447,	0.647411,	-21.8142,	15.6342,	235.1
6.58639,	2.88941,	-3.45418,	0.64757,	-21.8114,	15.6338,	235.08
6.58659,	2.889,	-3.45389,	0.647728,	-21.8087,	15.6335,	235.06
6.58679,	2.8886,	-3.4536,	0.647887,	-21.8059,	15.6331,	235.041
6.58699,	2.8882,	-3.45332,	0.648046,	-21.8032,	15.6327,	235.021
6.58719,	2.8878,	-3.45303,	0.648204,	-21.8004,	15.6323,	235.001
6.58739,	2.8874,	-3.45274,	0.648363,	-21.7977,	15.6319,	234.981
6.58759,	2.887,	-3.45245,	0.648522,	-21.7949,	15.6316,	234.961
6.58779,	2.88659,	-3.45216,	0.64868,	-21.7922,	15.6312,	234.941
6.58799,	2.88619,	-3.45188,	0.648838,	-21.7894,	15.6308,	234.921
6.58819,	2.88579,	-3.45159,	0.648997,	-21.7867,	15.6304,	234.902
6.58839,	2.88539,	-3.4513,	0.649155,	-21.784,	15.63,	234.882
6.58859,	2.88499,	-3.45101,	0.649314,	-21.7812,	15.6297,	234.862
6.58879,	2.88459,	-3.45072,	0.649472,	-21.7785,	15.6293,	234.842
6.58899,	2.88418,	-3.45044,	0.64963,	-21.7757,	15.6289,	234.822
6.58919,	2.88378,	-3.45015,	0.649788,	-21.773,	15.6285,	234.802
6.58939,	2.88338,	-3.44986,	0.649947,	-21.7702,	15.6281,	234.782
6.58959,	2.88298,	-3.44957,	0.650104,	-21.7675,	15.6278,	234.763
6.58979,	2.88258,	-3.44928,	0.650263,	-21.7648,	15.6274,	234.743
6.58999,	2.88218,	-3.449,	0.650421,	-21.762,	15.627,	234.723
6.59019,	2.88178,	-3.44871,	0.650579,	-21.7593,	15.6266,	234.703
6.59039,	2.88138,	-3.44842,	0.650737,	-21.7565,	15.6262,	234.683
6.59059,	2.88098,	-3.44813,	0.650895,	-21.7538,	15.6259,	234.663
6.59079,	2.88057,	-3.44784,	0.651052,	-21.7511,	15.6255,	234.643
6.59099,	2.88017,	-3.44756,	0.651211,	-21.7483,	15.6251,	234.624
6.59119,	2.87977,	-3.44727,	0.651369,	-21.7456,	15.6247,	234.604
6.59139,	2.87937,	-3.44698,	0.651526,	-21.7428,	15.6243,	234.584
6.59159,	2.87897,	-3.44669,	0.651684,	-21.7401,	15.6239,	234.564
6.59179,	2.87857,	-3.4464,	0.651842,	-21.7374,	15.6236,	234.544
6.59199,	2.87817,	-3.44612,	0.651999,	-21.7346,	15.6232,	234.524
6.59219,	2.87777,	-3.44583,	0.652157,	-21.7319,	15.6228,	234.505
6.59239,	2.87737,	-3.44554,	0.652315,	-21.7292,	15.6224,	234.485
6.59259,	2.87697,	-3.44525,	0.652472,	-21.7264,	15.622,	234.465
6.59279,	2.87657,	-3.44496,	0.65263,	-21.7237,	15.6216,	234.445
6.59299,	2.87617,	-3.44468,	0.652788,	-21.7209,	15.6213,	234.425
6.59318,	2.87577,	-3.44439,	0.652945,	-21.7182,	15.6209,	234.405
6.59338,	2.87537,	-3.4441,	0.653102,	-21.7155,	15.6205,	234.385
6.59358,	2.87497,	-3.44381,	0.65326,	-21.7127,	15.6201,	234.366
6.59378,	2.87457,	-3.44353,	0.653417,	-21.71,	15.6197,	234.346
6.59398,	2.87417,	-3.44324,	0.653574,	-21.7073,	15.6193,	234.326
6.59418,	2.87377,	-3.44295,	0.653732,	-21.7045,	15.6189,	234.306
6.59438,	2.87337,	-3.44266,	0.653889,	-21.7018,	15.6186,	234.286
6.59458,	2.87297,	-3.44237,	0.654046,	-21.6991,	15.6182,	234.266
6.59478,	2.87257,	-3.44209,	0.654204,	-21.6963,	15.6178,	234.247
6.59498,	2.87217,	-3.4418,	0.65436,	-21.6936,	15.6174,	234.227
6.59518,	2.87177,	-3.44151,	0.654517,	-21.6909,	15.617,	234.207
6.59538,	2.87137,	-3.44122,	0.654675,	-21.6881,	15.6166,	234.187
6.59558,	2.87097,	-3.44093,	0.654831,	-21.6854,	15.6162,	234.167
6.59578,	2.87057,	-3.44065,	0.654989,	-21.6827,	15.6159,	234.147
6.59598,	2.87017,	-3.44036,	0.655146,	-21.6799,	15.6155,	234.128
6.59618,	2.86977,	-3.44007,	0.655302,	-21.6772,	15.6151,	234.108
6.59638,	2.86937,	-3.43978,	0.655459,	-21.6745,	15.6147,	234.088
6.59658,	2.86897,	-3.4395,	0.655616,	-21.6717,	15.6143,	234.068
6.59678,	2.86857,	-3.43921,	0.655772,	-21.669,	15.6139,	234.048
6.59698,	2.86817,	-3.43892,	0.65593,	-21.6663,	15.6135,	234.028
6.59718,	2.86777,	-3.43863,	0.656087,	-21.6635,	15.6131,	234.009
6.59738,	2.86737,	-3.43834,	0.656242,	-21.6608,	15.6128,	233.989
6.59758,	2.86697,	-3.43806,	0.656399,	-21.6581,	15.6124,	233.969
6.59778,	2.86657,	-3.43777,	0.656556,	-21.6553,	15.612,	233.949
6.59798,	2.86618,	-3.43748,	0.656712,	-21.6526,	15.6116,	233.929
6.59818,	2.86578,	-3.43719,	0.656869,	-21.6499,	15.6112,	233.91
6.59838,	2.86538,	-3.43691,	0.657026,	-21.6472,	15.6108,	233.89
6.59858,	2.86498,	-3.43662,	0.657182,	-21.6444,	15.6104,	233.87
6.59878,	2.86458,	-3.43633,	0.657338,	-21.6417,	15.61,	233.85
6.59898,	2.86418,	-3.43604,	0.657495,	-21.639,	15.6096,	233.83
6.59918,	2.86378,	-3.43576,	0.657651,	-21.6362,	15.6092,	233.81
6.59938,	2.86338,	-3.43547,	0.657807,	-21.6335,	15.6088,	233.791
6.59958,	2.86298,	-3.43518,	0.657964,	-21.6308,	15.6085,	233.771
6.59978,	2.86259,	-3.43489,	0.658119,	-21.6281,	15.6081,	233.751
6.59998,	2.86219,	-3.4346,	0.658276,	-21.6253,	15.6077,	233.731
6.60018,	2.86179,	-3.43432,	0.658432,	-21.6226,	15.6073,	233.711
6.60038,	2.86139,	-3.43403,	0.658588,	-21.6199,	15.6069,	233.692
6.60058,	2.86099,	-3.43374,	0.658744,	-21.6172,	15.6065,	233.672
6.60078,	2.86059,	-3.43345,	0.6589,	-21.6144,	15.6061,	233.652
6.60098,	2.8602,	-3.43317,	0.659056,	-21.6117,	15.6057,	233.632
6.60118,	2.8598,	-3.43288,	0.659212,	-21.609,	15.6053,	233.612
6.60138,	2.8594,	-3.43259,	0.659368,	-21.6063,	15.6049,	233.593
6.60158,	2.859,	-3.4323,	0.659523,	-21.6035,	15.6045,	233.573
6.60178,	2.8586,	-3.43202,	0.659679,	-21.6008,	15.6041,	233.553
6.60198,	2.8582,	-3.43173,	0.659836,	-21.5981,	15.6038,	233.533
6.60218,	2.85781,	-3.43144,	0.659991,	-21.5954,	15.6034,	233.513
6.60238,	2.85741,	-3.43115,	0.660147,	-21.5926,	15.603,	233.493
6.60258,	2.85701,	-3.43087,	0.660303,	-21.5899,	15.6026,	233.474
6.60278,	2.85661,	-3.43058,	0.660457,	-21.5872,	15.6022,	233.454
6.60297,	2.85621,	-3.43029,	0.660613,	-21.5845,	15.6018,	233.434
6.60317,	2.85582,	-3.43,	0.66077,	-21.5817,	15.6014,	233.414
6.60337,	2.85542,	-3.42972,	0.660924,	-21.579,	15.601,	233.394
6.60357,	2.85502,	-3.42943,	0.66108,	-21.5763,	15.6006,	233.375
6.60377,	2.85462,	-3.42914,	0.661236,	-21.5736,	15.6002,	233.355
6.60397,	2.85423,	-3.42885,	0.66139,	-21.5709,	15.5998,	233.335
6.60417,	2.85383,	-3.42856,	0.661546,	-21.5681,	15.5994,	233.315
6.60437,	2.85343,	-3.42828,	0.661702,	-21.5654,	15.599,	233.295
6.60457,	2.85303,	-3.42799,	0.661856,	-21.5627,	15.5986,	233.276
6.60477,	2.85264,	-3.4277,	0.662012,	-21.56,	15.5982,	233.256
6.60497,	2.85224,	-3.42741,	0.662168,	-21.5573,	15.5978,	233.236
6.60517,	2.85184,	-3.42713,	0.662322,	-21.5545,	15.5974,	233.216
6.60537,	2.85144,	-3.42684,	0.662477,	-21.5518,	15.597,	233.197
6.60557,	2.85105,	-3.42655,	0.662633,	-21.5491,	15.5966,	233.177
6.60577,	2.85065,	-3.42627,	0.662787,	-21.5464,	15.5962,	233.157
6.60597,	2.85025,	-3.42598,	0.662943,	-21.5437,	15.5958,	233.137
6.60617,	2.84986,	-3.42569,	0.663098,	-21.5409,	15.5954,	233.117
6.60637,	2.84946,	-3.4254,	0.663252,	-21.5382,	15.595,	233.098
6.60657,	2.84906,	-3.42512,	0.663407,	-21.5355,	15.5946,	233.078
6.60677,	2.84867,	-3.42483,	0.663563,	-21.5328,	15.5942,	233.058
6.60697,	2.84827,	-3.42454,	0.663717,	-21.5301,	15.5938,	233.038
6.60717,	2.84787,	-3.42425,	0.663872,	-21.5274,	15.5934,	233.018
6.60737,	2.84748,	-3.42397,	0.664027,	-21.5246,	15.593,	232.999
6.60757,	2.84708,	-3.42368,	0.664181,	-21.5219,	15.5926,	232.979
6.60777,	2.84668,	-3.42339,	0.664336,	-21.5192,	15.5922,	232.959
6.60797,	2.84629,	-3.4231,	0.664491,	-21.5165,	15.5918,	232.939
6.60817,	2.84589,	-3.42282,	0.664645,	-21.5138,	15.5914,	232.919
6.60837,	2.84549,	-3.42253,	0.6648,	-21.5111,	15.591,	232.9
6.60857,	2.8451,	-3.42224,	0.664955,	-21.5083,	15.5906,	232.88
6.60877,	2.8447,	-3.42195,	0.665108,	-21.5056,	15.5902,	232.86
6.60897,	2.8443,	-3.42167,	0.665263,	-21.5029,	15.5898,	232.84
6.60917,	2.84391,	-3.42138,	0.665418,	-21.5002,	15.5894,	232.821
6.60937,	2.84351,	-3.42109,	0.665571,	-21.4975,	15.589,	232.801
6.60957,	2.84311,	-3.42081,	0.665726,	-21.4948,	15.5886,	232.781
6.60977,	2.84272,	-3.42052,	0.665881,	-21.4921,	15.5882,	232.761
6.60997,	2.84232,	-3.42023,	0.666034,	-21.4894,	15.5878,	232.742
6.61017,	2.84193,	-3.41994,	0.666189,	-21.4866,	15.5874,	232.722
6.61037,	2.84153,	-3.41966,	0.666343,	-21.4839,	15.587,	232.702
6.61057,	2.84113,	-3.41937,	0.666497,	-21.4812,	15.5866,	232.682
6.61077,	2.84074,	-3.41908,	0.666651,	-21.4785,	15.5862,	232.662
6.61097,	2.84034,	-3.41879,	0.666806,	-21.4758,	15.5858,	232.643
6.61117,	2.83995,	-3.41851,	0.666959,	-21.4731,	15.5854,	232.623
6.61137,	2.83955,	-3.41822,	0.667113,	-21.4704,	15.585,	232.603
6.61157,	2.83916,	-3.41793,	0.667268,	-21.4677,	15.5846,	232.583
6.61177,	2.83876,	-3.41765,	0.667421,	-21.4649,	15.5842,	232.564
6.61197,	2.83836,	-3.41736,	0.667575,	-21.4622,	15.5838,	232.544
6.61217,	2.83797,	-3.41707,	0.667729,	-21.4595,	15.5834,	232.524
6.61237,	2.83757,	-3.41678,	0.667882,	-21.4568,	15.583,	232.504
6.61257,	2.83718,	-3.4165,	0.668036,	-21.4541,	15.5826,	232.484
6.61276,	2.83678,	-3.41621,	0.66819,	-21.4514,	15.5822,	232.465
6.61296,	2.83639,	-3.41592,	0.668343,	-21.4487,	15.5818,	232.445
6.61316,	2.83599,	-3.41563,	0.668497,	-21.446,	15.5814,	232.425
6.61336,	2.8356,	-3.41535,	0.668651,	-21.4433,	15.581,	232.405
6.61356,	2.8352,	-3.41506,	0.668804,	-21.4406,	15.5806,	232.386
6.61376,	2.83481,	-3.41477,	0.668958,	-21.4379,	15.5802,	232.366
6.61396,	2.83441,	-3.41449,	0.669112,	-21.4352,	15.5798,	232.346
6.61416,	2.83402,	-3.4142,	0.669264,	-21.4325,	15.5794,	232.326
6.61436,	2.83362,	-3.41391,	0.669418,	-21.4297,	15.579,	232.307
6.61456,	2.83323,	-3.41362,	0.669572,	-21.427,	15.5785,	232.287
6.61476,	2.83283,	-3.41334,	0.669724,	-21.4243,	15.5781,	232.267
6.61496,	2.83244,	-3.41305,	0.669878,	-21.4216,	15.5777,	232.247
6.61516,	2.83204,	-3.41276,	0.670032,	-21.4189,	15.5773,	232.228
6.61536,	2.83165,	-3.41248,	0.670184,	-21.4162,	15.5769,	232.208
6.61556,	2.83125,	-3.41219,	0.670338,	-21.4135,	15.5765,	232.188
6.61576,	2.83086,	-3.4119,	0.670491,	-21.4108,	15.5761,	232.168
6.61596,	2.83046,	-3.41162,	0.670644,	-21.4081,	15.5757,	232.149
6.61616,	2.83007,	-3.41133,	0.670797,	-21.4054,	15.5753,	232.129
6.61636,	2.82967,	-3.41104,	0.67095,	-21.4027,	15.5749,	232.109
6.61656,	2.82928,	-3.41075,	0.671103,	-21.4,	15.5745,	232.089
6.61676,	2.82889,	-3.41047,	0.671256,	-21.3973,	15.5741,	232.07
6.61696,	2.82849,	-3.41018,	0.671409,	-21.3946,	15.5737,	232.05
6.61716,	2.8281,	-3.40989,	0.671561,	-21.3919,	15.5732,	232.03
6.61736,	2.8277,	-3.40961,	0.671715,	-21.3892,	15.5728,	232.01
6.61756,	2.82731,	-3.40932,	0.671868,	-21.3865,	15.5724,	231.991
6.61776,	2.82691,	-3.40903,	0.67202,	-21.3838,	15.572,	231.971
6.61796,	2.82652,	-3.40875,	0.672173,	-21.3811,	15.5716,	231.951
6.61816,	2.82613,	-3.40846,	0.672326,	-21.3784,	15.5712,	231.931
6.61836,	2.82573,	-3.40817,	0.672478,	-21.3757,	15.5708,	231.912
6.61856,	2.82534,	-3.40788,	0.672631,	-21.373,	15.5704,	231.892
6.61876,	2.82494,	-3.4076,	0.672784,	-21.3703,	15.57,	231.872
6.61896,	2.82455,	-3.40731,	0.672935,	-21.3676,	15.5696,	231.852
6.61916,	2.82416,	-3.40702,	0.673088,	-21.3649,	15.5691,	231.833
6.61936,	2.82376,	-3.40674,	0.673241,	-21.3622,	15.5687,	231.813
6.61956,	2.82337,	-3.40645,	0.673393,	-21.3595,	15.5683,	231.793
6.61976,	2.82298,	-3.40616,	0.673546,	-21.3568,	15.5679,	231.773
6.61996,	2.82258,	-3.40588,	0.673698,	-21.3541,	15.5675,	231.754
6.62016,	2.82219,	-3.40559,	0.67385,	-21.3514,	15.5671,	231.734
6.62036,	2.82179,	-3.4053,	0.674002,	-21.3487,	15.5667,	231.714
6.62056,	2.8214,	-3.40501,	0.674155,	-21.346,	15.5663,	231.695
6.62076,	2.82101,	-3.40473,	0.674306,	-21.3433,	15.5658,	231.675
6.62096,	2.82061,	-3.40444,	0.674459,	-21.3406,	15.5654,	231.655
6.62116,	2.82022,	-3.40415,	0.674611,	-21.3379,	15.565,	231.635
6.62136,	2.81983,	-3.40387,	0.674763,	-21.3352,	15.5646,	231.616
6.62156,	2.81943,	-3.40358,	0.674915,	-21.3325,	15.5642,	231.596
6.62176,	2.81904,	-3.40329,	0.675068,	-21.3298,	15.5638,	231.576
6.62196,	2.81865,	-3.40301,	0.675219,	-21.3271,	15.5634,	231.556
6.62216,	2.81826,	-3.40272,	0.675371,	-21.3244,	15.563,	231.537
6.62235,	2.81786,	-3.40243,	0.675523,	-21.3217,	15.5625,	231.517
6.62255,	2.81747,	-3.40215,	0.675674,	-21.319,	15.5621,	231.497
6.62275,	2.81708,	-3.40186,	0.675826,	-21.3163,	15.5617,	231.478
6.62295,	2.81668,	-3.40157,	0.675979,	-21.3136,	15.5613,	231.458
6.62315,	2.81629,	-3.40129,	0.676129,	-21.3109,	15.5609,	231.438
6.62335,	2.8159,	-3.401,	0.676282,	-21.3082,	15.5605,	231.418
6.62355,	2.81551,	-3.40071,	0.676434,	-21.3055,	15.5601,	231.399
6.62375,	2.81511,	-3.40043,	0.676584,	-21.3029,	15.5596,	231.379
6.62395,	2.81472,	-3.40014,	0.676736,	-21.3002,	15.5592,	231.359
6.62415,	2.81433,	-3.39985,	0.676888,	-21.2975,	15.5588,	231.34
6.62435,	2.81394,	-3.39957,	0.677039,	-21.2948,	15.5584,	231.32
6.62455,	2.81354,	-3.39928,	0.677191,	-21.2921,	15.558,	231.3
6.62475,	2.81315,	-3.39899,	0.677343,	-21.2894,	15.5576,	231.28
6.62495,	2.81276,	-3.39871,	0.677493,	-21.2867,	15.5571,	231.261
